"","2020-04-11","2020-04-13","2020-04-20","2020-04-21","2020-04-23","2020-04-25","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-04","2020-05-05","2020-05-06","county","population_2015","primary_city","zip"
"21",1305,1105,512,527,560,612,651,662,690,737,729,823,832,853,"Lake County",30480,"Highland Park",60035
"22",0,113,67,71,76,93,99,101,108,111,113,133,135,138,"Lake County",5710,"Highwood",60040
"23",0,0,61,63,70,82,90,96,101,107,110,127,132,139,"Lake County",8750,"Ingleside",60041
"24",122,103,44,44,49,57,62,63,66,74,75,85,91,96,"McHenry County",8370,"Island Lake",60042
"25",178,145,53,54,54,59,69,69,71,89,84,88,88,90,"Cook County",2550,"Kenilworth",60043
"26",415,352,159,161,167,186,211,219,226,234,240,263,272,279,"Lake County",9780,"Lake Bluff",60044
"27",785,678,291,297,311,337,365,380,396,422,428,460,473,481,"Lake County",19950,"Lake Forest",60045
"28",820,689,315,325,349,389,417,427,442,463,479,530,536,549,"Lake County",34340,"Lake Villa",60046
"29",509,472,215,221,236,269,299,312,332,371,380,425,436,457,"Lake County",43100,"Lake Zurich",60047
"30",605,515,237,240,260,289,308,315,323,356,368,418,421,431,"Lake County",29330,"Libertyville",60048
"31",568,470,193,195,207,289,317,335,351,387,398,458,477,497,"McHenry County",30590,"Mchenry",60050
"32",467,394,148,149,159,224,231,242,250,270,279,318,328,346,"McHenry County",24280,"Mchenry",60051
"33",1041,905,425,437,475,515,548,562,581,599,601,665,680,708,"Cook County",23860,"Morton Grove",60053
"34",1173,1080,573,600,685,764,844,871,924,977,993,1115,1140,1185,"Cook County",58850,"Mount Prospect",60056
"35",700,639,296,304,336,389,435,453,477,506,526,628,649,676,"Lake County",39520,"Mundelein",60060
"36",570,494,229,230,251,276,297,304,325,345,350,397,406,418,"Lake County",26960,"Vernon Hills",60061
"37",1397,1217,541,554,606,676,734,767,853,1019,1036,1123,1148,1235,"Cook County",41250,"Northbrook",60062
"38",502,495,304,314,367,430,456,483,493,510,522,605,612,622,"Lake County",14570,"North Chicago",60064
"39",544,492,258,272,300,328,372,395,425,463,471,534,556,567,"Cook County",38750,"Palatine",60067
"40",1048,914,437,449,491,568,632,652,677,713,721,763,777,805,"Cook County",38000,"Park Ridge",60068
"41",350,282,115,115,126,137,148,151,158,166,168,189,194,198,"Lake County",8710,"Lincolnshire",60069
"42",276,259,147,155,183,213,241,253,269,288,301,346,355,359,"Cook County",17950,"Prospect Heights",60070
"43",0,0,0,0,0,0,0,0,0,42,43,47,48,50,"McHenry County",3540,"Richmond",60071
"44",1322,1173,507,520,571,670,726,749,800,841,871,1019,1066,1098,"Lake County",63360,"Round Lake",60073
"45",615,553,260,279,328,388,433,454,478,501,523,674,721,768,"Cook County",40420,"Palatine",60074
"46",1922,1668,766,801,895,982,1058,1083,1119,1154,1168,1255,1279,1322,"Cook County",33850,"Skokie",60076
"47",1676,1471,634,656,701,775,823,842,872,906,923,1034,1058,1106,"Cook County",26400,"Skokie",60077
"48",188,155,62,62,72,89,91,93,95,100,101,118,123,129,"McHenry County",9420,"Spring Grove",60081
"49",275,231,105,106,114,123,136,142,146,157,161,179,181,184,"Lake County",9570,"Wadsworth",60083
"50",302,263,108,111,121,135,144,153,163,176,178,212,218,229,"Lake County",17870,"Wauconda",60084
"51",2024,1944,1059,1101,1227,1430,1552,1635,1751,1836,1889,2206,2282,2335,"Lake County",75540,"Waukegan",60085
"52",805,748,356,366,401,457,495,521,559,583,596,676,698,710,"Lake County",28750,"Waukegan",60087
"53",0,81,40,41,46,49,52,57,59,60,62,68,68,71,"Lake County",3840,"Great Lakes",60088
"54",924,791,347,364,383,421,473,488,507,539,550,594,608,628,"Lake County",42480,"Buffalo Grove",60089
"55",1013,925,448,473,542,608,671,699,724,766,788,921,960,999,"Cook County",41300,"Wheeling",60090
"56",1234,1034,449,456,476,512,541,562,599,630,637,705,717,734,"Cook County",27940,"Wilmette",60091
"57",975,818,347,352,369,400,434,455,475,512,521,567,573,583,"Cook County",20170,"Winnetka",60093
"58",0,0,63,66,70,76,81,86,90,90,91,96,96,98,"Lake County",6340,"Winthrop Harbor",60096
"59",0,0,68,71,76,99,115,120,126,139,140,157,162,169,"McHenry County",10180,"Wonder Lake",60097
"60",706,623,249,252,257,355,376,388,401,441,454,520,555,600,"McHenry County",31340,"Woodstock",60098
"61",906,799,375,383,428,472,523,547,570,588,604,687,699,715,"Lake County",30050,"Zion",60099
"62",778,769,433,463,538,604,691,717,753,794,820,962,998,1043,"DuPage County",40810,"Addison",60101
"63",431,383,160,166,184,222,243,251,261,291,302,362,383,409,"McHenry County",31620,"Algonquin",60102
"64",551,483,235,246,296,350,404,430,445,490,519,615,639,670,"DuPage County",41850,"Bartlett",60103
"65",854,885,433,453,507,552,599,623,657,686,694,787,811,837,"Cook County",18590,"Bellwood",60104
"66",513,530,301,326,380,432,486,615,728,752,771,861,880,921,"DuPage County",23060,"Bensenville",60106
"67",649,610,306,327,382,424,502,535,556,605,648,778,805,847,"Cook County",41710,"Streamwood",60107
"68",452,414,262,335,367,430,458,479,494,525,542,940,971,994,"DuPage County",21640,"Bloomingdale",60108
"69",356,316,148,160,199,237,297,322,341,389,410,496,533,574,"Kane County",43660,"Carpentersville",60110
"70",0,0,0,0,0,31,36,40,43,49,49,60,65,70,"DeKalb County",4660,"Cortland",60112
"71",397,338,198,203,237,278,313,326,347,378,397,460,485,521,"DeKalb County",32130,"Dekalb",60115
"72",170,149,70,77,82,91,109,112,117,132,136,158,162,178,"Kane County",15550,"Dundee",60118
"73",134,129,63,63,75,86,94,103,109,116,115,129,141,146,"Kane County",10210,"Elburn",60119
"74",511,468,249,265,307,363,439,461,493,557,610,822,918,987,"Kane County",56590,"Elgin",60120
"75",531,483,282,296,340,393,434,465,490,556,578,713,773,824,"Kane County",49080,"Elgin",60123
"76",230,214,100,105,116,127,151,153,158,188,197,232,246,257,"Kane County",22620,"Elgin",60124
"77",1043,919,460,479,534,594,648,685,722,777,787,903,934,971,"DuPage County",45780,"Elmhurst",60126
"78",526,493,254,268,296,334,362,383,405,428,421,477,484,501,"Cook County",12240,"Forest Park",60130
"79",499,489,267,293,343,398,434,460,484,509,515,612,643,669,"Cook County",18840,"Franklin Park",60131
"80",576,551,290,311,362,430,505,539,568,617,645,787,830,888,"Cook County",41640,"Hanover Park",60133
"81",341,289,145,151,192,219,244,259,270,289,291,324,340,359,"Kane County",30270,"Geneva",60134
"82",0,0,0,0,0,48,55,0,0,69,70,85,97,101,"DeKalb County",7200,"Genoa",60135
"83",144,129,51,52,53,58,70,73,74,87,89,95,102,107,"Kane County",7990,"Gilberts",60136
"84",551,489,249,264,303,344,379,397,417,443,455,526,558,573,"DuPage County",38670,"Glen Ellyn",60137
"85",614,574,334,351,409,491,560,598,627,674,697,846,875,921,"DuPage County",35260,"Glendale Heights",60139
"86",220,205,103,104,118,141,159,161,180,207,204,230,249,261,"Kane County",17640,"Hampshire",60140
"87",0,0,101,103,112,117,120,120,131,134,134,141,141,151,"Cook County",280,"Hines",60141
"88",364,319,139,143,157,206,225,240,249,277,290,344,405,440,"McHenry County",28120,"Huntley",60142
"89",132,127,79,82,97,118,151,169,177,186,195,385,390,403,"DuPage County",10970,"Itasca",60143
"90",895,855,428,447,494,558,607,635,667,720,734,848,901,937,"DuPage County",50490,"Lombard",60148
"91",0,0,0,0,64,90,105,106,111,133,136,157,170,174,"McHenry County",12200,"Marengo",60152
"92",918,878,473,486,547,620,668,714,754,792,807,964,1007,1039,"Cook County",21920,"Maywood",60153
"93",642,620,320,336,380,430,468,480,500,524,532,601,623,643,"Cook County",16540,"Westchester",60154
"94",271,263,151,161,185,215,234,256,271,281,281,315,324,344,"Cook County",7450,"Broadview",60155
"95",360,326,137,140,151,201,231,251,261,292,301,351,373,392,"McHenry County",28630,"Lake In The Hills",60156
"96",0,0,0,0,0,0,0,0,0,0,28,31,33,34,"DuPage County",2600,"Medinah",60157
"97",724,697,388,414,476,536,624,668,713,760,782,942,990,1023,"Cook County",25560,"Melrose Park",60160
"98",278,276,172,181,198,216,235,248,267,275,282,317,336,351,"Cook County",8040,"Hillside",60162
"99",178,153,74,75,88,102,116,121,127,135,137,162,170,175,"Cook County",5530,"Berkeley",60163
"100",620,610,335,366,586,669,732,763,807,844,872,1104,1132,1171,"Cook County",22480,"Melrose Park",60164
"101",112,119,70,78,96,107,120,124,129,138,142,181,193,203,"Cook County",4940,"Stone Park",60165
"102",538,477,246,255,287,321,367,393,406,448,485,588,613,651,"Cook County",33860,"Hoffman Estates",60169
"103",342,347,163,173,195,217,230,244,258,268,274,312,315,329,"Cook County",9950,"River Grove",60171
"104",351,316,151,152,177,200,221,234,252,273,323,427,448,472,"DuPage County",24380,"Roselle",60172
"105",176,153,73,81,92,106,116,118,124,130,134,151,159,167,"Cook County",13130,"Schaumburg",60173
"106",470,384,215,219,255,306,332,345,368,398,418,644,669,689,"Kane County",31160,"Saint Charles",60174
"107",406,342,169,174,195,222,242,252,260,286,296,334,347,359,"Kane County",24480,"Saint Charles",60175
"108",220,227,124,131,153,169,196,218,237,243,249,301,308,320,"Cook County",11770,"Schiller Park",60176
"109",272,242,121,125,146,174,207,213,223,266,277,335,350,367,"Kane County",22730,"South Elgin",60177
"110",225,185,111,115,129,147,159,169,180,189,196,223,235,254,"DeKalb County",20970,"Sycamore",60178
"111",621,589,275,285,319,360,393,417,436,467,481,556,583,597,"DuPage County",29830,"Villa Park",60181
"112",541,467,273,282,366,428,498,527,550,597,627,757,804,849,"DuPage County",39600,"West Chicago",60185
"113",402,332,186,191,244,300,325,336,353,373,397,471,503,520,"DuPage County",26240,"Wheaton",60187
"114",783,716,386,403,467,525,584,615,640,687,731,860,903,945,"DuPage County",44110,"Carol Stream",60188
"115",462,387,195,199,222,258,289,300,311,337,351,407,426,441,"DuPage County",30680,"Wheaton",60189
"116",0,0,72,74,91,104,129,183,197,242,249,273,282,290,"DuPage County",11250,"Winfield",60190
"117",259,250,132,148,162,190,217,227,238,251,261,302,315,324,"DuPage County",14730,"Wood Dale",60191
"118",218,209,108,111,124,133,149,154,161,168,174,198,207,218,"Cook County",16160,"Hoffman Estates",60192
"119",571,530,260,269,295,334,398,418,438,473,489,549,569,601,"Cook County",39110,"Schaumburg",60193
"120",335,309,141,147,160,176,206,221,246,259,274,323,329,348,"Cook County",19790,"Schaumburg",60194
"121",0,0,0,0,0,33,36,36,38,40,41,50,54,59,"Cook County",5060,"Schaumburg",60195
"122",2138,1795,859,873,927,1013,1086,1116,1140,1175,1184,1284,1303,1399,"Cook County",32450,"Evanston",60201
"123",1768,1510,711,730,793,851,916,931,959,997,1019,1127,1159,1193,"Cook County",30090,"Evanston",60202
"124",243,202,82,82,91,96,108,109,111,114,113,124,127,130,"Cook County",4400,"Evanston",60203
"125",129,119,52,54,58,63,67,69,75,77,79,85,90,94,"Cook County",2000,"Oak Park",60301
"126",1184,1048,516,536,582,644,679,718,750,797,799,907,935,962,"Cook County",30100,"Oak Park",60302
"127",522,471,232,238,266,302,331,350,366,388,384,438,452,460,"Cook County",17190,"Oak Park",60304
"128",272,247,132,138,157,170,190,205,220,235,238,274,286,293,"Cook County",10580,"River Forest",60305
"129",266,234,108,109,121,137,149,153,158,169,177,189,194,205,"Will County",7480,"Beecher",60401
"130",1961,1908,1041,1105,1255,1465,1593,1692,1775,1913,1939,2337,2446,2536,"Cook County",61880,"Berwyn",60402
"131",796,731,344,353,378,415,447,460,473,484,493,552,567,586,"Will County",16610,"Crest Hill",60403
"132",612,559,250,257,272,297,331,337,354,383,388,436,458,492,"Will County",18630,"Shorewood",60404
"133",632,607,343,376,447,503,576,598,640,681,704,828,866,903,"Cook County",23330,"Blue Island",60406
"134",0,0,0,0,60,65,70,70,71,77,79,82,84,89,"Will County",5340,"Braidwood",60408
"135",1234,1215,663,715,830,931,1036,1077,1134,1214,1260,1460,1530,1585,"Cook County",31840,"Calumet City",60409
"136",268,261,117,121,134,151,162,167,182,202,207,229,235,247,"Will County",12850,"Channahon",60410
"137",1974,1891,1031,1096,1263,1445,1711,1776,1871,1987,2054,2325,2403,2482,"Cook County",51280,"Chicago Heights",60411
"138",378,380,228,240,271,288,306,319,326,343,358,400,408,417,"Cook County",12770,"Chicago Ridge",60415
"139",445,421,235,245,296,322,344,361,377,401,411,465,481,507,"Will County",13850,"Crete",60417
"140",241,216,115,119,138,152,178,188,201,214,217,241,244,249,"Cook County",0,"Crestwood",60418
"141",811,769,466,504,597,679,741,775,812,866,902,998,1025,1074,"Cook County",20130,"Dolton",60419
"142",378,349,180,196,223,250,283,299,308,320,324,359,366,384,"Cook County",9410,"Flossmoor",60422
"143",679,657,311,325,359,387,429,448,473,508,508,556,564,583,"Will County",31730,"Frankfort",60423
"144",363,345,195,213,257,288,318,331,345,469,480,519,528,542,"Cook County",7980,"Glenwood",60425
"145",650,649,525,577,661,773,860,922,992,1045,1094,1214,1265,1316,"Cook County",23160,"Harvey",60426
"146",353,355,290,329,386,437,497,525,560,588,604,682,705,719,"Cook County",10860,"Markham",60428
"147",706,646,407,449,533,609,674,706,736,783,812,902,933,951,"Cook County",13550,"Hazel Crest",60429
"148",683,639,369,405,456,499,550,584,621,650,673,799,828,841,"Cook County",18650,"Homewood",60430
"149",987,922,430,443,473,520,556,576,590,624,634,689,718,747,"Will County",23740,"Joliet",60431
"150",578,567,258,267,301,334,375,383,409,439,448,511,530,567,"Will County",22840,"Joliet",60432
"151",552,551,254,258,286,316,339,354,366,386,399,465,490,503,"Will County",16060,"Joliet",60433
"152",109,100,49,51,55,60,63,65,66,68,69,70,72,73,"Will County",1382,"Joliet",60434
"153",1794,1914,947,976,1050,1172,1278,1331,1398,1472,1530,1706,1762,1829,"Will County",46530,"Joliet",60435
"154",682,657,333,343,371,415,443,454,472,496,506,562,580,602,"Will County",17150,"Joliet",60436
"155",718,720,438,466,557,616,683,720,759,815,830,931,958,1003,"Cook County",27000,"Lansing",60438
"156",516,455,227,232,257,281,314,337,350,375,379,422,427,449,"Cook County",22700,"Lemont",60439
"157",1809,1689,876,904,987,1118,1229,1273,1329,1401,1439,1660,1718,1883,"Will County",54120,"Bolingbrook",60440
"158",1000,915,393,401,425,455,504,520,552,587,603,666,679,708,"Will County",32840,"Lockport",60441
"159",262,244,100,101,107,125,138,145,148,155,158,180,183,189,"Will County",10460,"Manhattan",60442
"160",1077,1023,550,593,665,723,812,842,878,925,953,1039,1081,1107,"Cook County",18990,"Matteson",60443
"161",321,290,187,208,243,279,318,351,364,396,416,494,524,538,"Cook County",23190,"Midlothian",60445
"162",1157,1096,569,590,651,744,828,855,895,951,979,1115,1148,1209,"Will County",40050,"Romeoville",60446
"163",315,287,148,149,156,189,210,215,231,247,248,276,278,291,"Grundy County",14830,"Minooka",60447
"164",433,412,200,207,230,248,290,303,320,352,350,399,406,420,"Will County",24840,"Mokena",60448
"165",346,320,170,180,199,218,245,256,263,275,278,319,324,333,"Will County",8410,"Monee",60449
"166",209,201,103,104,113,155,169,176,185,200,207,239,246,257,"Grundy County",19630,"Morris",60450
"167",692,643,283,285,302,339,375,384,408,444,441,487,496,506,"Will County",35660,"New Lenox",60451
"168",469,432,273,300,330,369,426,453,475,519,536,620,639,653,"Cook County",26460,"Oak Forest",60452
"169",1274,1225,636,676,791,899,1001,1070,1119,1193,1227,1442,1487,1528,"Cook County",54130,"Oak Lawn",60453
"170",419,415,220,234,261,289,609,650,665,688,696,767,790,811,"Cook County",15840,"Bridgeview",60455
"171",0,77,47,55,65,68,74,80,84,93,99,114,119,125,"Cook County",3910,"Hometown",60456
"172",244,250,127,132,152,173,193,196,203,218,224,265,273,295,"Cook County",13600,"Hickory Hills",60457
"173",302,272,164,177,213,228,255,279,291,313,327,391,403,419,"Cook County",13110,"Justice",60458
"174",560,545,318,335,384,434,482,525,561,590,606,734,754,789,"Cook County",28220,"Burbank",60459
"175",244,223,118,133,150,161,179,187,193,203,210,231,238,244,"Cook County",4250,"Olympia Fields",60461
"176",797,758,391,413,454,518,576,606,651,697,719,819,853,886,"Cook County",38800,"Orland Park",60462
"177",347,325,173,179,206,235,259,279,299,327,332,386,405,415,"Cook County",13620,"Palos Heights",60463
"178",190,167,84,86,97,116,126,133,137,144,147,169,173,176,"Cook County",9390,"Palos Park",60464
"179",344,336,194,203,234,259,282,299,312,331,337,396,408,422,"Cook County",16930,"Palos Hills",60465
"180",1103,1098,620,649,920,1003,1084,1105,1138,1183,1218,1302,1330,1382,"Cook County",19330,"Park Forest",60466
"181",559,528,260,267,291,336,366,376,401,434,436,474,487,503,"Cook County",25990,"Orland Park",60467
"182",79,65,35,35,42,45,53,59,63,68,75,85,86,92,"Will County",5770,"Peotone",60468
"183",91,87,64,75,83,101,110,116,127,137,139,165,173,180,"Cook County",5690,"Posen",60469
"184",633,612,345,372,427,463,503,520,547,573,584,628,637,660,"Cook County",11680,"Richton Park",60471
"185",121,128,117,134,148,167,181,191,206,220,222,247,256,260,"Cook County",3630,"Robbins",60472
"186",868,855,513,554,643,722,792,824,866,924,956,1112,1143,1186,"Cook County",20590,"South Holland",60473
"187",303,261,131,141,168,180,200,210,222,234,248,290,297,307,"Will County",8800,"Steger",60475
"188",0,0,0,29,34,42,48,52,59,64,71,75,81,83,"Cook County",2180,"Thornton",60476
"189",737,684,358,379,435,489,565,597,631,680,699,786,813,843,"Cook County",36540,"Tinley Park",60477
"190",756,721,474,525,618,696,771,811,852,900,922,1022,1049,1065,"Cook County",15320,"Country Club Hills",60478
"191",126,128,75,79,89,98,101,107,109,113,116,136,138,139,"Cook County",5210,"Willow Springs",60480
"192",0,0,91,95,107,120,132,136,144,154,158,174,179,189,"Will County",10450,"Wilmington",60481
"193",268,250,128,134,148,162,179,185,198,202,207,248,256,272,"Cook County",10270,"Worth",60482
"194",306,291,157,166,193,214,231,236,248,260,267,294,301,310,"Will County",6130,"University Park",60484
"195",583,516,239,258,284,323,353,369,401,431,442,489,503,521,"Cook County",26570,"Tinley Park",60487
"196",794,740,338,344,361,393,428,445,461,480,486,535,551,576,"Will County",22090,"Bolingbrook",60490
"197",504,469,230,238,261,288,312,321,346,378,383,416,427,440,"Will County",22500,"Homer Glen",60491
"198",200,186,127,137,183,217,239,254,266,288,298,364,380,398,"Cook County",11860,"Summit Argo",60501
"199",291,253,129,136,154,178,198,212,219,234,241,269,274,282,"DuPage County",22270,"Aurora",60502
"200",232,199,81,84,94,105,121,124,132,141,141,161,173,196,"Will County",15970,"Aurora",60503
"201",551,504,232,241,267,332,372,386,411,439,452,519,540,615,"DuPage County",37580,"Aurora",60504
"202",699,650,322,340,401,534,654,703,736,795,848,1118,1199,1337,"Kane County",65990,"Aurora",60505
"203",860,777,419,446,528,620,725,943,1007,1068,1116,1301,1348,1452,"Kane County",52140,"Aurora",60506
"204",334,286,162,172,216,255,283,297,317,336,348,399,413,432,"Kane County",28280,"Batavia",60510
"205",473,463,288,302,343,392,433,453,471,511,516,591,611,636,"Cook County",18940,"Brookfield",60513
"206",242,212,112,116,131,156,174,178,180,192,195,214,228,233,"DuPage County",9880,"Clarendon Hills",60514
"207",408,357,171,175,188,223,263,281,288,324,328,381,399,410,"DuPage County",27400,"Downers Grove",60515
"208",514,449,220,226,251,285,317,331,342,364,371,433,456,467,"DuPage County",28700,"Downers Grove",60516
"209",680,619,316,327,359,400,455,473,495,532,543,630,655,686,"DuPage County",33490,"Woodridge",60517
"210",595,518,254,258,286,322,343,378,400,451,458,560,571,587,"DuPage County",17930,"Hinsdale",60521
"211",363,321,155,161,176,189,211,219,234,258,259,289,301,309,"DuPage County",9740,"Oak Brook",60523
"212",907,866,486,502,544,609,673,699,728,780,793,942,980,1025,"Cook County",31280,"La Grange",60525
"213",381,338,197,208,232,248,280,286,301,330,334,402,417,438,"Cook County",13100,"La Grange Park",60526
"214",931,895,491,508,548,608,664,690,721,809,819,908,926,954,"DuPage County",27810,"Willowbrook",60527
"215",417,400,200,209,228,254,290,305,314,339,341,385,411,428,"DuPage County",26980,"Lisle",60532
"216",207,204,125,137,157,182,193,200,212,239,251,294,303,319,"Cook County",10020,"Lyons",60534
"217",425,367,167,173,194,225,256,277,294,309,325,392,409,457,"Kendall County",28130,"Montgomery",60538
"218",581,511,294,311,345,459,509,527,542,588,602,656,685,709,"DuPage County",42150,"Naperville",60540
"219",366,298,135,137,162,182,211,224,234,252,267,313,324,344,"Kane County",17230,"North Aurora",60542
"220",616,529,239,251,276,297,331,347,363,398,407,448,458,514,"Kendall County",38530,"Oswego",60543
"221",726,698,378,385,419,469,495,516,541,577,593,653,675,705,"Will County",27020,"Plainfield",60544
"222",158,134,68,69,78,86,102,114,128,136,145,178,195,217,"Kendall County",13300,"Plano",60545
"223",446,441,268,277,303,336,355,369,390,413,418,479,490,511,"Cook County",16130,"Riverside",60546
"224",0,0,49,50,65,72,77,82,93,103,107,123,131,148,"DeKalb County",11370,"Sandwich",60548
"225",44,44,22,23,27,27,29,31,32,34,36,43,46,49,"LaSalle County",3270,"Sheridan",60551
"226",135,113,64,65,80,96,101,105,111,114,116,141,149,154,"Kane County",11940,"Sugar Grove",60554
"227",173,149,94,97,118,136,153,166,173,189,198,239,250,265,"DuPage County",14300,"Warrenville",60555
"228",221,201,123,129,138,146,168,175,185,196,197,228,233,242,"Cook County",13520,"Western Springs",60558
"229",607,561,263,275,300,345,379,404,422,447,505,569,582,602,"DuPage County",24190,"Westmont",60559
"230",344,304,126,129,140,156,177,193,204,221,221,257,273,294,"Kendall County",24170,"Yorkville",60560
"231",579,533,259,263,279,311,349,371,391,428,439,494,519,532,"DuPage County",23130,"Darien",60561
"232",629,555,298,310,345,395,435,450,468,492,507,591,621,652,"DuPage County",34840,"Naperville",60563
"233",738,658,326,337,363,399,433,449,471,512,517,574,605,623,"Will County",44330,"Naperville",60564
"234",627,582,292,299,331,377,424,441,455,487,495,556,590,619,"DuPage County",41120,"Naperville",60565
"235",456,404,185,189,212,243,269,272,285,303,311,348,357,373,"Will County",23600,"Plainfield",60585
"236",1364,1220,574,590,639,703,771,806,833,887,912,999,1034,1086,"Will County",46880,"Plainfield",60586
"237",432,416,190,194,207,240,256,289,322,358,347,379,393,401,"Cook County",10560,"Chicago",60601
"238",0,0,0,0,0,0,0,0,0,0,0,56,60,63,"Cook County",1760,"Chicago",60602
"239",0,0,0,0,0,27,28,30,33,36,36,47,49,50,"Cook County",920,"Chicago",60604
"240",990,913,453,468,495,553,592,642,691,772,751,850,873,896,"Cook County",20000,"Chicago",60605
"241",216,218,142,146,163,177,187,195,202,211,210,236,241,252,"Cook County",3520,"Chicago",60606
"242",1278,1154,547,559,692,785,825,887,973,1075,1036,1123,1141,1158,"Cook County",19800,"Chicago",60607
"243",2314,2378,1299,1342,1485,1688,1866,1980,2078,2256,2303,2800,2996,3112,"Cook County",61330,"Chicago",60608
"244",1579,1561,922,987,1127,1303,1442,1514,1590,1713,1764,2172,2304,2404,"Cook County",56260,"Chicago",60609
"245",1177,1074,565,572,606,689,752,814,874,952,954,1042,1070,1102,"Cook County",31070,"Chicago",60610
"246",1218,1055,551,556,578,680,740,774,833,961,980,1100,1109,1145,"Cook County",26500,"Chicago",60611
"247",2378,2335,1222,1259,1342,1500,1611,1671,1724,1838,1854,2057,2131,2171,"Cook County",26800,"Chicago",60612
"248",1519,1373,638,657,711,806,862,918,965,1053,1057,1169,1230,1263,"Cook County",42110,"Chicago",60613
"249",1938,1825,921,937,999,1179,1287,1375,1452,1608,1584,1854,1898,1939,"Cook County",53340,"Chicago",60614
"250",1650,1626,960,998,1062,1145,1216,1273,1327,1389,1394,1519,1559,1604,"Cook County",31470,"Chicago",60615
"251",1552,1470,795,838,887,975,1029,1073,1130,1207,1229,1610,1650,1696,"Cook County",40820,"Chicago",60616
"252",2727,2662,1469,1535,1696,1856,2012,2108,2232,2355,2399,2783,2894,3067,"Cook County",69500,"Chicago",60617
"253",2274,2189,1167,1332,1483,1661,1820,1925,2021,2154,2205,2526,2577,2671,"Cook County",85240,"Chicago",60618
"254",2495,2486,1394,1462,1650,1845,1999,2079,2170,2270,2313,2632,2708,2804,"Cook County",52000,"Chicago",60619
"255",2590,2569,1361,1428,1574,2006,2302,2361,2423,2527,2585,2903,2972,3084,"Cook County",56020,"Chicago",60620
"256",1064,1083,640,659,735,832,897,930,963,1021,1034,1167,1203,1241,"Cook County",22860,"Chicago",60621
"257",1765,1689,872,905,991,1114,1204,1284,1361,1482,1468,1627,1682,1730,"Cook County",44820,"Chicago",60622
"258",2065,2146,1239,1296,1529,1814,2067,2200,2348,2581,2709,3275,3502,3640,"Cook County",80760,"Chicago",60623
"259",1851,1788,926,967,1110,1214,1284,1329,1365,1415,1457,1673,1762,1819,"Cook County",29590,"Chicago",60624
"260",2001,1949,1033,1081,1216,1373,1498,1595,1670,1770,1824,2239,2358,2450,"Cook County",69600,"Chicago",60625
"261",1708,1663,943,986,1127,1243,1431,1535,1579,1635,1664,1886,1932,1997,"Cook County",39790,"Chicago",60626
"262",2535,2465,1344,1406,1545,1697,1877,2018,2107,2224,2264,2534,2609,2704,"Cook County",55660,"Chicago",60628
"263",2146,2250,1359,1438,1697,2014,2285,2419,2540,2771,2871,3510,3716,3870,"Cook County",114420,"Chicago",60629
"264",1800,1838,929,980,1100,1235,1333,1392,1449,1511,1532,1722,1773,1830,"Cook County",51580,"Chicago",60630
"265",1741,1632,751,786,857,940,998,1037,1065,1103,1111,1224,1258,1294,"Cook County",28160,"Chicago",60631
"266",1705,1771,1128,1196,1328,1615,1862,2032,2149,2360,2434,2937,3163,3316,"Cook County",91840,"Chicago",60632
"267",349,335,191,205,251,284,456,505,541,589,972,1135,1161,1176,"Cook County",11360,"Chicago",60633
"268",3324,3532,1795,1897,2170,2401,2606,2743,2839,2947,3030,3420,3508,3601,"Cook County",73400,"Chicago",60634
"269",1152,1145,603,630,709,780,861,902,932,985,1002,1126,1173,1213,"Cook County",29920,"Chicago",60636
"270",1823,1827,1089,1120,1225,1341,1672,1729,1768,1849,1877,2087,2136,2189,"Cook County",35080,"Chicago",60637
"271",1978,1958,1020,1074,1253,1475,1623,1709,1786,1957,1980,2293,2406,2497,"Cook County",54020,"Chicago",60638
"272",1965,2188,1392,1501,1814,2146,2460,2623,2765,2931,3062,3724,3912,4044,"Cook County",89970,"Chicago",60639
"273",1815,1675,930,965,1055,1369,1486,1543,1613,1698,1716,1963,2028,2078,"Cook County",53460,"Chicago",60640
"274",1733,1911,1018,1095,1256,1468,1625,1736,1826,1901,1959,2306,2409,2485,"Cook County",68520,"Chicago",60641
"275",608,560,297,303,322,381,406,426,465,513,499,585,600,605,"Cook County",16390,"Chicago",60642
"276",2118,2094,1055,1108,1235,1495,1706,1810,1895,1987,2021,2438,2535,2599,"Cook County",44610,"Chicago",60643
"277",1948,1923,1037,1094,1245,1479,1609,1656,1711,1787,1832,2233,2372,2494,"Cook County",38650,"Chicago",60644
"278",2697,2587,1332,1390,1499,1602,1730,1768,1823,1904,1946,2113,2189,2281,"Cook County",44360,"Chicago",60645
"279",1352,1237,574,599,647,694,759,784,829,1114,1120,1199,1222,1304,"Cook County",26310,"Chicago",60646
"280",2214,2114,1134,1182,1362,1578,1786,1897,1988,2129,2153,2476,2569,2633,"Cook County",75380,"Chicago",60647
"281",1965,1932,1148,1199,1301,1438,1609,1670,1723,1813,1833,2072,2137,2200,"Cook County",34350,"Chicago",60649
"282",1978,1986,1095,1154,1319,1506,1680,1793,1864,1978,2048,2392,2558,2637,"Cook County",56530,"Chicago",60651
"283",1289,1282,656,691,775,880,995,1051,1123,1216,1248,1443,1498,1568,"Cook County",40870,"Chicago",60652
"284",1403,1450,821,849,919,1021,1097,1124,1164,1198,1221,1473,1528,1583,"Cook County",24890,"Chicago",60653
