"","2020-04-11","2020-04-13","2020-04-20","2020-04-21","2020-04-23","2020-04-25","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-04","2020-05-05","2020-05-06","county","population_2015","primary_city","zip"
"285",618,569,276,278,296,351,373,403,433,497,486,525,534,547,"Cook County",15350,"Chicago",60654
"286",1581,1495,668,684,816,875,930,973,1004,1058,1088,1228,1257,1321,"Cook County",27490,"Chicago",60655
"287",1395,1417,658,670,734,798,861,898,925,963,975,1054,1076,1097,"Cook County",26910,"Chicago",60656
"288",2185,1979,938,955,1006,1130,1221,1294,1365,1484,1486,1630,1664,1694,"Cook County",56890,"Chicago",60657
"289",1520,1450,710,747,832,895,977,1005,1039,1084,1095,1226,1246,1295,"Cook County",36620,"Chicago",60659
"290",1127,1077,548,568,616,675,738,770,815,861,875,995,1025,1045,"Cook County",34850,"Chicago",60660
"291",256,229,115,118,125,150,155,175,205,233,219,241,245,249,"Cook County",8870,"Chicago",60661
"292",890,920,488,515,578,633,691,727,751,793,820,909,926,951,"Cook County",22540,"Harwood Heights",60706
"293",1553,1646,857,923,1034,1176,1297,1362,1420,1480,1513,1751,1799,1862,"Cook County",40600,"Elmwood Park",60707
"294",719,644,293,297,329,349,377,392,403,414,428,471,481,491,"Cook County",12470,"Lincolnwood",60712
"295",942,913,484,505,590,673,741,783,811,858,881,1359,1398,1431,"Cook County",28900,"Niles",60714
"296",441,433,266,293,345,388,441,458,486,516,534,617,627,644,"Cook County",20720,"Alsip",60803
"297",1687,1734,1087,1188,1416,1649,2186,2397,2554,2741,2824,3395,3578,3735,"Cook County",83240,"Cicero",60804
"298",507,485,250,265,296,337,374,400,414,444,449,515,526,544,"Cook County",19010,"Evergreen Park",60805
"299",830,792,430,464,534,592,684,721,759,808,832,961,992,1021,"Cook County",21840,"Riverdale",60827
"300",1319,1232,615,634,700,740,795,817,849,1057,1119,1261,1299,1335,"Kankakee County",31240,"Kankakee",60901
"301",643,565,291,302,345,384,452,477,498,520,558,632,646,685,"Kankakee County",25390,"Bourbonnais",60914
"302",269,234,120,122,154,169,190,203,211,218,227,247,257,281,"Kankakee County",9530,"Bradley",60915
"303",0,0,0,0,0,0,0,0,0,0,52,59,60,61,"Kankakee County",2280,"Chebanse",60922
"304",0,0,0,0,0,0,0,0,0,0,0,36,39,73,"Iroquois County",2070,"Clifton",60927
"305",325,295,145,150,162,178,185,191,200,213,219,246,250,260,"Kankakee County",10760,"Manteno",60950
"306",146,123,57,58,66,70,78,86,91,114,124,213,215,232,"Kankakee County",5540,"Momence",60954
"307",0,0,0,0,0,37,43,45,46,47,48,57,60,63,"Kankakee County",1360,"Pembroke Township",60958
"308",113,102,60,61,65,66,68,70,70,72,73,76,76,81,"Kankakee County",4580,"Saint Anne",60964
"309",0,244,127,133,172,209,236,237,257,282,302,394,408,428,"Boone County",34450,"Belvidere",61008
"310",0,0,57,57,61,62,65,69,75,81,82,99,101,105,"Winnebago County",4690,"Cherry Valley",61016
"311",901,730,279,282,287,303,321,327,327,346,347,393,404,436,"Lee County",19210,"Dixon",61021
"312",273,224,107,109,114,133,141,158,171,194,201,272,297,312,"Stephenson County",26280,"Freeport",61032
"313",0,0,0,0,0,0,0,0,0,0,43,46,47,48,"Ogle County",3360,"Polo",61064
"314",0,0,50,50,54,65,67,68,73,85,90,110,114,118,"Boone County",10690,"Poplar Grove",61065
"315",0,353,202,204,232,358,588,654,660,689,690,710,729,733,"Ogle County",13850,"Rochelle",61068
"316",0,0,47,49,52,70,81,90,90,105,106,114,116,123,"Whiteside County",12510,"Rock Falls",61071
"317",0,0,0,0,0,0,0,0,0,0,0,78,81,89,"Winnebago County",10780,"Rockton",61072
"318",0,0,71,73,76,90,96,97,103,119,125,160,168,176,"Winnebago County",19360,"Roscoe",61073
"319",0,0,0,0,0,44,49,51,55,58,63,77,81,85,"Winnebago County",10070,"South Beloit",61080
"320",194,159,62,62,66,98,117,140,142,172,171,209,216,220,"Whiteside County",19780,"Sterling",61081
"321",0,0,0,0,0,0,0,0,0,0,0,21,22,23,"Ogle County",2950,"Stillman Valley",61084
"322",338,283,126,129,140,182,198,223,255,317,341,480,491,527,"Winnebago County",17560,"Rockford",61101
"323",226,198,87,96,106,132,153,172,197,242,258,395,404,435,"Winnebago County",16370,"Rockford",61102
"324",418,373,163,170,184,209,228,242,258,298,311,438,450,481,"Winnebago County",19400,"Rockford",61103
"325",0,198,102,102,111,133,179,196,209,234,244,337,354,380,"Winnebago County",15190,"Rockford",61104
"326",357,330,148,153,173,212,230,235,249,271,275,356,387,416,"Winnebago County",27530,"Rockford",61107
"327",296,291,159,164,179,225,259,277,288,317,330,432,452,475,"Winnebago County",26540,"Rockford",61108
"328",265,273,136,139,148,204,250,270,285,322,333,446,460,479,"Winnebago County",24880,"Rockford",61109
"329",0,0,89,92,102,130,151,161,174,195,201,257,268,279,"Winnebago County",21030,"Loves Park",61111
"330",178,162,71,72,82,96,104,107,113,123,126,162,170,181,"Winnebago County",14610,"Rockford",61114
"331",0,0,106,109,113,131,147,155,165,183,191,232,240,254,"Winnebago County",21100,"Machesney Park",61115
"332",371,310,135,135,147,207,246,279,304,335,335,417,445,462,"Rock Island County",31670,"Rock Island",61201
"333",0,0,15,18,19,20,21,22,24,31,31,36,38,38,"Henry County",1270,"Atkinson",61235
"334",0,0,0,0,0,0,0,0,0,41,40,53,57,59,"Rock Island County",5890,"Coal Valley",61240
"335",152,126,57,57,59,72,78,82,83,86,86,91,96,97,"Henry County",6600,"Colona",61241
"336",300,287,171,177,184,222,245,254,265,293,291,338,354,362,"Rock Island County",20630,"East Moline",61244
"337",0,0,0,0,0,37,41,42,42,43,43,44,46,50,"Whiteside County",5100,"Fulton",61252
"338",0,0,0,0,0,0,0,0,0,0,0,157,160,162,"Henry County",11210,"Geneseo",61254
"339",0,98,41,41,46,58,69,71,82,91,91,119,131,136,"Rock Island County",9390,"Milan",61264
"340",536,484,227,231,253,325,359,392,420,461,464,574,624,651,"Rock Island County",41710,"Moline",61265
"341",0,0,0,0,0,0,0,0,0,0,0,0,0,77,"Whiteside County",6690,"Morrison",61270
"342",0,0,0,0,0,0,32,32,33,38,38,42,45,45,"Rock Island County",4180,"Port Byron",61275
"343",132,122,64,64,69,77,82,86,88,94,94,109,111,112,"Rock Island County",7300,"Silvis",61282
"344",0,0,0,0,0,0,0,0,0,0,0,77,80,97,"LaSalle County",7450,"Marseilles",61341
"345",0,0,0,0,42,58,75,80,81,83,84,89,97,102,"LaSalle County",8310,"Mendota",61342
"346",0,0,0,0,0,0,0,0,0,0,0,186,213,228,"LaSalle County",21960,"Ottawa",61350
"347",0,0,0,0,0,0,61,64,66,70,71,86,103,112,"Bureau County",9810,"Princeton",61356
"348",0,0,139,142,164,220,246,248,392,454,480,528,549,555,"Knox County",26050,"Galesburg",61401
"349",0,0,0,0,0,0,0,0,0,139,140,157,167,171,"Henry County",12030,"Kewanee",61443
"350",0,0,0,0,0,0,0,87,104,129,132,189,218,241,"McDonough County",12970,"Macomb",61455
"351",0,0,38,39,66,97,116,121,132,149,163,204,212,220,"Warren County",10240,"Monmouth",61462
"352",0,0,0,0,0,0,0,0,0,0,0,83,89,96,"Peoria County",10960,"Dunlap",61525
"353",0,0,0,0,0,0,0,0,0,0,0,0,0,110,"Woodford County",12310,"Metamora",61548
"354",0,0,0,0,142,181,204,229,260,288,305,384,396,421,"Tazewell County",36950,"Pekin",61554
"355",0,0,0,0,106,155,191,215,237,253,277,319,326,363,"Peoria County",14230,"Peoria",61603
"356",0,0,79,90,122,191,254,302,330,356,390,481,496,532,"Peoria County",25820,"Peoria",61604
"357",0,0,0,0,0,0,114,0,0,0,0,0,282,300,"Peoria County",12160,"Peoria",61605
"358",175,160,84,95,112,136,167,179,206,229,235,270,279,294,"Tazewell County",22330,"East Peoria",61611
"359",0,152,77,82,114,156,196,237,257,277,298,350,355,386,"Peoria County",25740,"Peoria",61614
"360",114,120,55,63,103,133,162,187,208,221,242,299,306,325,"Peoria County",22810,"Peoria",61615
"361",1161,1107,520,531,547,597,637,664,679,707,714,784,812,841,"McLean County",29920,"Bloomington",61701
"362",807,712,378,392,404,448,481,505,522,546,549,603,630,658,"McLean County",37460,"Bloomington",61704
"363",296,287,142,150,161,179,190,199,203,208,210,235,241,246,"McLean County",13910,"Bloomington",61705
"364",892,837,431,437,451,490,546,571,581,604,612,679,702,743,"McLean County",36300,"Normal",61761
"365",248,218,110,110,120,126,139,141,151,159,161,175,179,183,"Livingston County",10970,"Pontiac",61764
"366",468,415,195,198,219,230,254,269,299,341,347,389,399,432,"Champaign County",14210,"Urbana",61801
"367",503,422,194,199,232,239,271,278,311,358,369,466,482,529,"Champaign County",17140,"Urbana",61802
"368",0,0,184,191,211,225,254,266,284,313,322,396,409,454,"Champaign County",15520,"Champaign",61820
"369",715,602,267,278,311,326,364,381,437,489,497,584,600,639,"Champaign County",27060,"Champaign",61821
"370",688,594,244,254,283,298,321,328,360,383,394,465,475,503,"Champaign County",22250,"Champaign",61822
"371",0,0,0,197,213,0,246,261,287,315,319,340,358,374,"Vermilion County",28800,"Danville",61832
"372",360,297,131,136,155,166,182,186,195,214,220,251,255,267,"Champaign County",13290,"Mahomet",61853
"373",0,0,0,0,0,0,196,205,228,241,248,316,345,422,"Champaign County",13010,"Rantoul",61866
"374",180,168,79,81,92,95,105,112,118,128,130,152,153,166,"Champaign County",6870,"Savoy",61874
"375",76,62,31,31,35,37,39,42,43,46,46,53,53,56,"Douglas County",4480,"Arcola",61910
"376",0,0,68,70,83,96,111,117,126,134,134,156,160,169,"Coles County",15100,"Charleston",61920
"377",0,0,104,111,122,137,147,154,163,175,178,191,194,203,"Coles County",18610,"Mattoon",61938
"378",0,0,0,0,0,0,0,0,0,0,75,93,96,105,"Douglas County",5800,"Tuscola",61953
"379",177,172,91,103,114,136,158,168,175,179,187,215,231,249,"Madison County",26440,"Alton",62002
"380",0,0,0,22,24,31,35,38,39,39,41,50,54,60,"Madison County",9740,"Bethalto",62010
"381",0,0,15,15,17,23,25,25,26,27,29,37,37,41,"Madison County",8110,"East Alton",62024
"382",166,164,58,58,63,87,207,342,346,363,363,400,403,410,"Madison County",28670,"Edwardsville",62025
"383",65,66,28,28,28,42,57,65,66,72,74,145,146,146,"Madison County",13220,"Glen Carbon",62034
"384",104,99,40,40,42,45,53,59,59,59,63,85,85,97,"Madison County",14510,"Godfrey",62035
"385",353,338,182,188,213,233,248,251,251,270,270,325,329,336,"Madison County",36900,"Granite City",62040
"386",0,0,41,42,48,51,51,51,51,52,53,56,56,56,"Jersey County",10840,"Jerseyville",62052
"387",0,0,0,0,78,92,98,106,109,114,114,125,132,135,"Montgomery County",7650,"Litchfield",62056
"388",56,55,28,29,31,31,38,39,39,42,42,47,47,47,"Madison County",3250,"Madison",62060
"389",0,0,0,0,0,0,0,0,0,0,0,135,136,136,"Madison County",7560,"Maryville",62062
"390",0,0,20,21,30,46,46,48,50,51,51,55,55,55,"Macoupin County",2760,"Mount Olive",62069
"391",0,0,0,0,0,0,163,173,175,177,182,188,189,191,"Macoupin County",6030,"Staunton",62088
"392",0,0,0,0,0,9,13,13,13,13,13,13,13,13,"Madison County",800,"Venice",62090
"393",0,0,31,33,35,49,50,50,60,64,68,72,76,78,"Madison County",9320,"Wood River",62095
"394",35,32,17,17,18,28,34,34,34,36,36,42,42,45,"St. Clair County",5580,"East Saint Louis",62201
"395",31,31,21,22,22,30,39,39,40,42,42,58,58,60,"St. Clair County",5220,"East Saint Louis",62203
"396",0,38,19,21,21,28,36,36,39,42,42,50,50,54,"St. Clair County",4460,"East Saint Louis",62204
"397",0,0,23,26,27,31,43,43,45,49,49,64,64,66,"St. Clair County",5640,"East Saint Louis",62205
"398",81,96,44,46,50,55,189,194,207,210,217,240,242,243,"St. Clair County",11510,"East Saint Louis",62206
"399",21,26,14,17,19,20,40,41,43,49,50,62,68,71,"St. Clair County",5720,"East Saint Louis",62207
"400",144,142,62,67,74,82,98,100,102,110,111,125,126,136,"St. Clair County",15860,"Fairview Heights",62208
"401",119,109,64,70,81,95,111,113,117,124,125,150,150,154,"St. Clair County",16750,"Belleville",62220
"402",240,214,95,99,101,103,126,130,133,139,140,168,171,177,"St. Clair County",25830,"Belleville",62221
"403",113,110,42,44,47,52,69,70,72,78,79,99,101,103,"St. Clair County",15550,"Belleville",62223
"404",186,194,82,88,93,311,338,340,346,351,354,392,396,398,"St. Clair County",26020,"Belleville",62226
"405",0,0,0,0,0,0,0,33,38,50,48,54,55,55,"Clinton County",6190,"Breese",62230
"406",0,0,0,0,56,130,137,141,169,196,202,211,211,214,"Clinton County",6540,"Carlyle",62231
"407",0,0,0,0,0,0,0,0,0,34,35,40,42,42,"St. Clair County",6300,"Caseyville",62232
"408",287,245,114,117,128,136,150,159,179,190,201,235,236,248,"Randolph County",5360,"Chester",62233
"409",162,161,70,71,79,96,120,126,134,154,154,204,206,213,"Madison County",29760,"Collinsville",62234
"410",197,174,72,72,77,80,83,83,85,87,90,95,96,96,"Monroe County",13050,"Columbia",62236
"411",0,0,0,0,0,0,18,18,18,18,19,21,21,21,"St. Clair County",4180,"Dupo",62239
"412",0,0,47,50,58,61,64,68,69,74,74,82,82,88,"Madison County",15100,"Highland",62249
"413",0,0,0,0,0,49,51,53,55,58,59,69,69,72,"St. Clair County",4730,"Lebanon",62254
"414",0,0,0,0,0,0,0,0,0,23,27,36,36,38,"St. Clair County",2590,"Marissa",62257
"415",103,89,44,46,50,56,56,56,57,62,60,65,65,65,"St. Clair County",9550,"Mascoutah",62258
"416",52,44,22,22,22,23,23,28,29,34,34,38,38,41,"Clinton County",4010,"New Baden",62265
"417",336,279,109,114,119,126,144,151,155,166,173,203,204,211,"St. Clair County",32560,"O Fallon",62269
"418",0,0,0,0,0,0,23,30,39,57,58,93,93,100,"Randolph County",1330,"Percy",62272
"419",0,0,0,0,0,0,0,0,0,0,43,64,64,76,"Perry County",5270,"Pinckneyville",62274
"420",120,97,41,41,44,47,53,55,59,67,69,80,80,83,"Randolph County",6330,"Red Bud",62278
"421",0,0,0,49,56,65,77,85,94,108,116,146,147,159,"Randolph County",5240,"Sparta",62286
"422",0,0,0,0,39,41,50,63,67,74,84,101,101,110,"Randolph County",2640,"Steeleville",62288
"423",0,0,40,40,40,48,52,52,53,57,56,78,79,80,"Madison County",14180,"Troy",62294
"424",0,0,0,0,0,10,10,10,10,11,12,13,13,13,"Monroe County",1410,"Valmeyer",62295
"425",192,167,64,70,72,80,83,85,85,89,90,141,141,141,"Monroe County",16280,"Waterloo",62298
"426",260,210,133,141,155,173,190,196,203,220,220,354,359,370,"Adams County",27280,"Quincy",62301
"427",104,93,55,56,63,67,70,73,75,88,88,97,97,102,"Adams County",18060,"Quincy",62305
"428",0,0,43,90,137,148,157,160,164,164,164,200,200,200,"Jasper County",5330,"Newton",62448
"429",0,0,0,0,64,67,77,79,79,80,81,93,96,100,"Crawford County",9030,"Robinson",62454
"430",152,135,61,63,69,73,81,82,83,88,87,91,91,93,"Fayette County",7470,"Vandalia",62471
"431",226,250,135,139,369,405,422,430,439,445,449,484,500,516,"Macon County",30820,"Decatur",62521
"432",0,0,40,44,51,53,58,60,64,69,70,81,87,99,"Macon County",11600,"Decatur",62522
"433",0,140,90,98,113,124,136,144,161,166,169,202,210,222,"Macon County",27110,"Decatur",62526
"434",0,0,0,0,0,0,31,34,38,42,41,49,50,51,"Shelby County",6570,"Shelbyville",62565
"435",307,265,116,119,125,137,138,145,151,155,163,189,194,201,"Christian County",13070,"Taylorville",62568
"436",0,0,0,36,44,102,160,183,215,235,258,339,346,372,"Cass County",7640,"Beardstown",62618
"437",0,0,0,0,0,0,0,0,118,127,137,219,222,230,"Sangamon County",13960,"Chatham",62629
"438",312,263,109,121,137,154,169,184,197,208,221,308,315,343,"Morgan County",20710,"Jacksonville",62650
"439",0,0,0,0,0,0,0,211,217,225,232,306,316,338,"Logan County",14360,"Lincoln",62656
"440",0,0,0,0,0,0,0,0,31,36,39,50,53,59,"Mason County",2550,"Mason City",62664
"441",0,0,0,29,32,41,51,95,109,116,123,227,229,245,"Sangamon County",5150,"Sherman",62684
"442",606,525,258,270,285,321,352,388,424,455,483,711,722,770,"Sangamon County",29820,"Springfield",62702
"443",0,0,177,185,202,225,250,272,301,321,351,516,522,577,"Sangamon County",25070,"Springfield",62703
"444",0,0,255,268,290,322,354,387,419,443,479,667,677,721,"Sangamon County",35330,"Springfield",62704
"445",0,0,49,54,61,69,77,81,89,94,100,135,137,144,"Sangamon County",6970,"Springfield",62707
"446",230,203,102,110,117,129,139,144,153,169,172,253,254,267,"Sangamon County",16740,"Springfield",62711
"447",601,504,247,258,276,302,323,336,347,373,378,438,439,457,"Marion County",17070,"Centralia",62801
"448",0,0,0,0,0,0,100,110,112,124,139,171,171,185,"Perry County",7830,"Du Quoin",62832
"449",0,0,192,208,306,351,380,393,400,428,438,484,487,494,"Jefferson County",20750,"Mount Vernon",62864
"450",566,484,219,229,240,251,267,288,296,323,334,422,424,460,"Jackson County",13860,"Carbondale",62901
"451",0,0,0,0,0,0,0,0,0,52,52,63,63,65,"Jackson County",4160,"Carbondale",62902
"452",0,0,0,0,0,0,0,0,0,0,0,143,144,162,"Union County",5970,"Anna",62906
"453",0,0,0,0,0,0,0,0,0,21,26,36,36,37,"Jackson County",1980,"Ava",62907
"454",0,0,0,0,75,0,88,90,92,98,99,119,120,132,"Williamson County",9230,"Carterville",62918
"455",0,0,0,0,0,0,0,0,0,43,44,64,64,74,"Union County",2900,"Cobden",62920
"456",0,0,0,0,0,0,0,0,0,0,0,0,183,191,"Williamson County",11050,"Herrin",62948
"457",475,392,178,185,191,200,321,333,346,375,382,416,419,432,"Williamson County",22910,"Marion",62959
"458",0,0,0,0,120,126,141,145,149,182,191,260,260,289,"Jackson County",12730,"Murphysboro",62966
"459",0,0,27,28,32,35,38,39,39,40,41,44,44,49,"Pulaski County",690,"Ullin",62992
"460",0,0,0,0,0,0,0,0,38,40,40,47,0,0,"LaSalle County",4110,"Somonauk",60552
"461",0,0,0,0,0,0,0,24,24,24,0,0,0,0,"St. Clair County",4500,"Smithton",62285
"462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McHenry County",13,"Alden",60001
"463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",204,"Arlington Heights",60006
"464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",217,"Elk Grove Village",60009
"465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",430,"Barrington",60011
"466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",335,"Des Plaines",60017
"467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",23,"Des Plaines",60019
"468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",642,"Golf",60029
"469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McHenry County",1900,"Hebron",60034
"470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County",262,"Fort Sheridan",60037
"471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",0,"Palatine",60038
"472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mchenry County",598,"Crystal Lake",60039
"473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County",0,"Lake Zurich",60049
"474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",0,"Palatine",60055
"475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",218,"Northbrook",60065
"476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McHenry County",940,"Ringwood",60072
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County",84,"Russell",60075
"478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",570,"Palatine",60078
"479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County",1125,"Waukegan",60079
"480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",54,"Techny",60082
"481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County",0,"North Chicago",60086
"482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County",0,"Libertyville",60092
"483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",0,"Palatine",60094
"484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",101,"Palatine",60095
"485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Bensenville",60105
"486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",730,"Burlington",60109
"487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",270,"Clare",60111
"488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ogle County",530,"Creston",60113
"489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60116
"490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Bloomingdale",60117
"491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",1581,"Elgin",60121
"492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60122
"493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60125
"494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60128
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",230,"Esmond",60129
"496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60132
"497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",295,"Glen Ellyn",60138
"498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",267,"Kaneville",60144
"499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",2370,"Kingston",60145
"500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",2410,"Kirkland",60146
"501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",262,"Lafox",60147
"502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",1610,"Malta",60150
"503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",3710,"Maple Park",60151
"504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",617,"Schaumburg",60159
"505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",472,"Melrose Park",60161
"506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",238,"Schaumburg",60168
"507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",0,"Plato Center",60170
"508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",14,"Hoffman Estates",60179
"509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McHenry County",1470,"Union",60180
"510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",198,"Wasco",60183
"511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DuPage County",2310,"Wayne",60184
"512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",654,"West Chicago",60186
"513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",46,"Schaumburg",60196
"514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60197
"515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Carol Stream",60199
"516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",832,"Evanston",60204
"517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",108,"Evanston",60208
"518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",0,"Evanston",60209
"519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",0,"Chicago",60290
"520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",546,"Oak Park",60303
"521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Wood Dale",60399
"522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",1500,"Braceville",60407
"523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",895,"Chicago Heights",60412
"524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",8740,"Coal City",60416
"525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Livingston County",4290,"Dwight",60420
"526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Will County",3720,"Elwood",60421
"527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",2070,"Gardner",60424
"528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",221,"Kinsman",60437
"529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",1680,"Mazon",60444
"530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",164,"Oak Lawn",60454
"531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Livingston County",1390,"Odell",60460
"532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaSalle County",500,"Ransom",60470
"533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",778,"South Wilmington",60474
"534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grundy County",650,"Verona",60479
"535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County",209,"Bedford Park",60499
"536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",1843,"Aurora",60507
"537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",1660,"Big Rock",60511
"538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kendall County",1090,"Bristol",60512
"539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaSalle County",3110,"Earlville",60518
"540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DuPage County",112,"Eola",60519
"541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",2670,"Hinckley",60520
"542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",311,"Hinsdale",60522
"543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee County",600,"Lee",60530
"544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaSalle County",1740,"Leland",60531
"545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kendall County",279,"Millbrook",60536
"546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaSalle County",615,"Millington",60537
"547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",150,"Mooseheart",60539
"548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kendall County",2780,"Newark",60541
"549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaSalle County",680,"Serena",60549
"550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",1130,"Shabbona",60550
"551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee County",670,"Steward",60553
"552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DeKalb County",1830,"Waterman",60556
"553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaSalle County",167,"Wedron",60557
"554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",160,"Naperville",60566
"555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",736,"Naperville",60567
"556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kane County",0,"Aurora",60568
"557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Aurora",60569
"558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dupage County",0,"Hinsdale",60570
