"","4/11/2020 confirmed","4/11/2020 positive","4/11/2020 tested","4/13/2020 confirmed","4/13/2020 positive","4/13/2020 tested","4/14/2020 confirmed","4/20/2020 confirmed","4/20/2020 positive","4/20/2020 tested","4/21/2020 confirmed","4/21/2020 positive","4/21/2020 tested","4/23/2020 confirmed","4/23/2020 positive","4/23/2020 tested","4/25/2020 confirmed","4/25/2020 positive","4/25/2020 tested","4/27/2020 confirmed","4/27/2020 positive","4/27/2020 tested","4/28/2020 confirmed","4/28/2020 positive","4/28/2020 tested","4/29/2020 confirmed","4/29/2020 positive","4/29/2020 tested","4/30/2020 confirmed","4/30/2020 positive","4/30/2020 tested","4/7/2020 confirmed","4/9/2020 confirmed","5/1/2020 confirmed","5/1/2020 positive","5/1/2020 tested","5/4/2020 confirmed","5/4/2020 positive","5/4/2020 tested","5/5/2020 confirmed","5/5/2020 positive","5/5/2020 tested","5/6/2020 confirmed","5/6/2020 positive","5/6/2020 tested","county","population_2015","primary_city","zip"
"170",54,0.128878281622912,419,62,0.149397590361446,415,63,72,0.327272727272727,220,73,0.311965811965812,234,78,0.298850574712644,261,84,0.290657439446367,289,161,0.264367816091954,609,167,0.256923076923077,650,168,0.252631578947368,665,169,0.245639534883721,688,39,45,174,0.25,696,190,0.247718383311604,767,197,0.249367088607595,790,202,0.249075215782984,811,"Cook County",15840,"Bridgeview",60455
"171",0,0,0,8,0.103896103896104,77,9,15,0.319148936170213,47,15,0.272727272727273,55,16,0.246153846153846,65,16,0.235294117647059,68,17,0.22972972972973,74,18,0.225,80,19,0.226190476190476,84,21,0.225806451612903,93,0,0,21,0.212121212121212,99,23,0.201754385964912,114,25,0.210084033613445,119,26,0.208,125,"Cook County",3910,"Hometown",60456
"172",22,0.0901639344262295,244,27,0.108,250,28,36,0.283464566929134,127,37,0.28030303030303,132,42,0.276315789473684,152,49,0.283236994219653,173,52,0.269430051813472,193,53,0.270408163265306,196,58,0.285714285714286,203,60,0.275229357798165,218,19,19,64,0.285714285714286,224,74,0.279245283018868,265,79,0.289377289377289,273,84,0.284745762711864,295,"Cook County",13600,"Hickory Hills",60457
"173",14,0.0463576158940397,302,17,0.0625,272,17,29,0.176829268292683,164,30,0.169491525423729,177,30,0.140845070422535,213,33,0.144736842105263,228,36,0.141176470588235,255,44,0.157706093189964,279,47,0.161512027491409,291,52,0.166134185303514,313,8,12,53,0.162079510703364,327,60,0.153452685421995,391,63,0.156327543424318,403,65,0.155131264916468,419,"Cook County",13110,"Justice",60458
"174",49,0.0875,560,59,0.108256880733945,545,63,93,0.292452830188679,318,103,0.307462686567164,335,112,0.291666666666667,384,122,0.28110599078341,434,131,0.271784232365145,482,143,0.272380952380952,525,149,0.265597147950089,561,154,0.261016949152542,590,32,43,164,0.270627062706271,606,195,0.26566757493188,734,206,0.273209549071618,754,212,0.268694550063371,789,"Cook County",28220,"Burbank",60459
"175",25,0.102459016393443,244,27,0.121076233183857,223,27,32,0.271186440677966,118,32,0.240601503759398,133,33,0.22,150,34,0.211180124223602,161,36,0.201117318435754,179,37,0.197860962566845,187,38,0.196891191709845,193,38,0.187192118226601,203,20,23,39,0.185714285714286,210,39,0.168831168831169,231,41,0.172268907563025,238,41,0.168032786885246,244,"Cook County",4250,"Olympia Fields",60461
"176",64,0.0803011292346299,797,72,0.0949868073878628,758,73,89,0.227621483375959,391,93,0.225181598062954,413,97,0.213656387665198,454,111,0.214285714285714,518,117,0.203125,576,119,0.196369636963696,606,125,0.192012288786482,651,132,0.189383070301291,697,40,51,137,0.190542420027816,719,155,0.189255189255189,819,157,0.184056271981243,853,163,0.183972911963883,886,"Cook County",38800,"Orland Park",60462
"177",35,0.100864553314121,347,37,0.113846153846154,325,39,43,0.248554913294798,173,45,0.251396648044693,179,50,0.242718446601942,206,57,0.242553191489362,235,66,0.254826254826255,259,76,0.272401433691756,279,89,0.297658862876254,299,91,0.2782874617737,327,27,33,93,0.280120481927711,332,113,0.292746113989637,386,128,0.316049382716049,405,135,0.325301204819277,415,"Cook County",13620,"Palos Heights",60463
"178",12,0.0631578947368421,190,11,0.0658682634730539,167,11,14,0.166666666666667,84,14,0.162790697674419,86,16,0.164948453608247,97,19,0.163793103448276,116,18,0.142857142857143,126,22,0.165413533834586,133,22,0.160583941605839,137,22,0.152777777777778,144,8,10,23,0.156462585034014,147,27,0.159763313609467,169,27,0.15606936416185,173,27,0.153409090909091,176,"Cook County",9390,"Palos Park",60464
"179",28,0.0813953488372093,344,35,0.104166666666667,336,37,51,0.262886597938144,194,54,0.266009852216749,203,60,0.256410256410256,234,66,0.254826254826255,259,70,0.24822695035461,282,73,0.244147157190635,299,80,0.256410256410256,312,84,0.253776435045317,331,25,27,87,0.258160237388724,337,98,0.247474747474747,396,98,0.240196078431373,408,102,0.241706161137441,422,"Cook County",16930,"Palos Hills",60465
"180",137,0.124206708975521,1103,156,0.14207650273224,1098,163,238,0.383870967741935,620,241,0.371340523882897,649,296,0.321739130434783,920,305,0.304087736789631,1003,317,0.292435424354244,1084,321,0.290497737556561,1105,328,0.288224956063269,1138,333,0.281487743026205,1183,103,122,341,0.279967159277504,1218,355,0.272657450076805,1302,363,0.272932330827068,1330,374,0.270622286541245,1382,"Cook County",19330,"Park Forest",60466
"181",41,0.073345259391771,559,48,0.0909090909090909,528,49,60,0.230769230769231,260,63,0.235955056179775,267,72,0.247422680412371,291,80,0.238095238095238,336,86,0.234972677595628,366,88,0.234042553191489,376,90,0.224438902743142,401,93,0.214285714285714,434,29,33,95,0.217889908256881,436,101,0.213080168776371,474,102,0.209445585215606,487,103,0.204771371769384,503,"Cook County",25990,"Orland Park",60467
"182",8,0.10126582278481,79,8,0.123076923076923,65,9,10,0.285714285714286,35,11,0.314285714285714,35,13,0.30952380952381,42,14,0.311111111111111,45,14,0.264150943396226,53,15,0.254237288135593,59,15,0.238095238095238,63,15,0.220588235294118,68,0,7,16,0.213333333333333,75,19,0.223529411764706,85,19,0.22093023255814,86,19,0.206521739130435,92,"Will County",5770,"Peotone",60468
"183",9,0.0989010989010989,91,11,0.126436781609195,87,12,19,0.296875,64,19,0.253333333333333,75,20,0.240963855421687,83,26,0.257425742574257,101,27,0.245454545454545,110,29,0.25,116,29,0.228346456692913,127,32,0.233576642335766,137,0,9,33,0.237410071942446,139,36,0.218181818181818,165,36,0.208092485549133,173,36,0.2,180,"Cook County",5690,"Posen",60469
"184",65,0.102685624012638,633,71,0.116013071895425,612,72,92,0.266666666666667,345,99,0.266129032258065,372,106,0.24824355971897,427,110,0.237580993520518,463,118,0.234592445328032,503,123,0.236538461538462,520,130,0.237659963436929,547,133,0.232111692844677,573,53,58,133,0.227739726027397,584,138,0.219745222929936,628,139,0.218210361067504,637,143,0.216666666666667,660,"Cook County",11680,"Richton Park",60471
"185",24,0.198347107438017,121,27,0.2109375,128,32,36,0.307692307692308,117,37,0.276119402985075,134,36,0.243243243243243,148,39,0.233532934131737,167,40,0.220994475138122,181,40,0.209424083769634,191,40,0.194174757281553,206,41,0.186363636363636,220,12,18,41,0.184684684684685,222,43,0.174089068825911,247,46,0.1796875,256,46,0.176923076923077,260,"Cook County",3630,"Robbins",60472
"186",113,0.130184331797235,868,122,0.142690058479532,855,127,172,0.335282651072125,513,179,0.323104693140794,554,200,0.31104199066874,643,211,0.292243767313019,722,220,0.277777777777778,792,220,0.266990291262136,824,221,0.255196304849885,866,228,0.246753246753247,924,74,94,234,0.244769874476987,956,246,0.221223021582734,1112,251,0.219597550306212,1143,255,0.215008431703204,1186,"Cook County",20590,"South Holland",60473
"187",31,0.102310231023102,303,34,0.130268199233716,261,35,38,0.290076335877863,131,39,0.276595744680851,141,40,0.238095238095238,168,40,0.222222222222222,180,44,0.22,200,44,0.20952380952381,210,46,0.207207207207207,222,46,0.196581196581197,234,25,31,47,0.189516129032258,248,50,0.172413793103448,290,50,0.168350168350168,297,53,0.172638436482085,307,"Will County",8800,"Steger",60475
"188",0,0,0,0,0,0,0,0,0,0,6,0.206896551724138,29,6,0.176470588235294,34,6,0.142857142857143,42,9,0.1875,48,9,0.173076923076923,52,10,0.169491525423729,59,13,0.203125,64,0,0,13,0.183098591549296,71,13,0.173333333333333,75,13,0.160493827160494,81,13,0.156626506024096,83,"Cook County",2180,"Thornton",60476
"189",45,0.0610583446404342,737,51,0.0745614035087719,684,55,68,0.189944134078212,358,71,0.187335092348285,379,77,0.177011494252874,435,88,0.179959100204499,489,96,0.169911504424779,565,100,0.16750418760469,597,109,0.172741679873217,631,113,0.166176470588235,680,31,39,117,0.167381974248927,699,128,0.162849872773537,786,135,0.166051660516605,813,140,0.166073546856465,843,"Cook County",36540,"Tinley Park",60477
"190",85,0.112433862433862,756,90,0.124826629680999,721,92,119,0.251054852320675,474,125,0.238095238095238,525,135,0.218446601941748,618,149,0.214080459770115,696,154,0.199740596627756,771,166,0.204685573366215,811,182,0.213615023474178,852,188,0.208888888888889,900,62,74,195,0.211496746203905,922,212,0.207436399217221,1022,217,0.206863679694948,1049,218,0.204694835680751,1065,"Cook County",15320,"Country Club Hills",60478
"191",6,0.0476190476190476,126,8,0.0625,128,11,11,0.146666666666667,75,11,0.139240506329114,79,14,0.157303370786517,89,14,0.142857142857143,98,14,0.138613861386139,101,16,0.149532710280374,107,16,0.146788990825688,109,17,0.150442477876106,113,0,0,17,0.146551724137931,116,20,0.147058823529412,136,21,0.152173913043478,138,21,0.151079136690647,139,"Cook County",5210,"Willow Springs",60480
"192",0,0,0,0,0,0,7,9,0.0989010989010989,91,9,0.0947368421052632,95,9,0.0841121495327103,107,12,0.1,120,12,0.0909090909090909,132,12,0.0882352941176471,136,12,0.0833333333333333,144,14,0.0909090909090909,154,0,0,16,0.10126582278481,158,15,0.0862068965517241,174,15,0.0837988826815642,179,15,0.0793650793650794,189,"Will County",10450,"Wilmington",60481
"193",14,0.0522388059701493,268,16,0.064,250,16,22,0.171875,128,22,0.164179104477612,134,23,0.155405405405405,148,24,0.148148148148148,162,27,0.150837988826816,179,28,0.151351351351351,185,32,0.161616161616162,198,31,0.153465346534653,202,0,10,32,0.154589371980676,207,46,0.185483870967742,248,48,0.1875,256,53,0.194852941176471,272,"Cook County",10270,"Worth",60482
"194",38,0.124183006535948,306,41,0.140893470790378,291,44,50,0.318471337579618,157,51,0.307228915662651,166,55,0.284974093264249,193,57,0.266355140186916,214,59,0.255411255411255,231,59,0.25,236,60,0.241935483870968,248,62,0.238461538461538,260,26,36,63,0.235955056179775,267,66,0.224489795918367,294,67,0.222591362126246,301,70,0.225806451612903,310,"Will County",6130,"University Park",60484
"195",34,0.0583190394511149,583,38,0.0736434108527132,516,39,48,0.200836820083682,239,49,0.189922480620155,258,53,0.186619718309859,284,59,0.18266253869969,323,62,0.175637393767705,353,64,0.173441734417344,369,67,0.167082294264339,401,70,0.162412993039443,431,23,27,73,0.165158371040724,442,80,0.16359918200409,489,82,0.163021868787276,503,84,0.161228406909789,521,"Cook County",26570,"Tinley Park",60487
"196",46,0.0579345088161209,794,51,0.0689189189189189,740,51,62,0.183431952662722,338,62,0.180232558139535,344,64,0.177285318559557,361,70,0.178117048346056,393,74,0.172897196261682,428,77,0.173033707865169,445,76,0.164859002169197,461,79,0.164583333333333,480,41,44,80,0.164609053497942,486,88,0.164485981308411,535,91,0.165154264972777,551,93,0.161458333333333,576,"Will County",22090,"Bolingbrook",60490
"197",39,0.0773809523809524,504,47,0.100213219616205,469,49,65,0.282608695652174,230,67,0.281512605042017,238,72,0.275862068965517,261,73,0.253472222222222,288,75,0.240384615384615,312,75,0.233644859813084,321,77,0.222543352601156,346,79,0.208994708994709,378,29,34,80,0.2088772845953,383,88,0.211538461538462,416,90,0.210772833723653,427,91,0.206818181818182,440,"Will County",22500,"Homer Glen",60491
"198",15,0.075,200,18,0.0967741935483871,186,22,39,0.307086614173228,127,42,0.306569343065693,137,53,0.289617486338798,183,66,0.304147465437788,217,75,0.313807531380753,239,79,0.311023622047244,254,82,0.308270676691729,266,89,0.309027777777778,288,9,12,97,0.325503355704698,298,124,0.340659340659341,364,131,0.344736842105263,380,142,0.35678391959799,398,"Cook County",11860,"Summit Argo",60501
"199",18,0.0618556701030928,291,20,0.0790513833992095,253,21,25,0.193798449612403,129,27,0.198529411764706,136,26,0.168831168831169,154,29,0.162921348314607,178,31,0.156565656565657,198,32,0.150943396226415,212,32,0.146118721461187,219,32,0.136752136752137,234,13,16,33,0.136929460580913,241,36,0.133828996282528,269,36,0.131386861313869,274,36,0.127659574468085,282,"DuPage County",22270,"Aurora",60502
"200",10,0.0431034482758621,232,10,0.050251256281407,199,11,13,0.160493827160494,81,13,0.154761904761905,84,16,0.170212765957447,94,17,0.161904761904762,105,18,0.148760330578512,121,20,0.161290322580645,124,20,0.151515151515152,132,21,0.148936170212766,141,10,10,20,0.141843971631206,141,26,0.161490683229814,161,27,0.15606936416185,173,29,0.147959183673469,196,"Will County",15970,"Aurora",60503
"201",32,0.058076225045372,551,36,0.0714285714285714,504,36,48,0.206896551724138,232,51,0.211618257261411,241,59,0.220973782771536,267,71,0.213855421686747,332,75,0.201612903225806,372,79,0.204663212435233,386,90,0.218978102189781,411,92,0.209567198177677,439,26,28,102,0.225663716814159,452,117,0.225433526011561,519,119,0.22037037037037,540,123,0.2,615,"DuPage County",37580,"Aurora",60504
"202",58,0.0829756795422032,699,65,0.1,650,67,100,0.31055900621118,322,117,0.344117647058824,340,177,0.44139650872818,401,249,0.466292134831461,534,290,0.443425076452599,654,331,0.470839260312945,703,363,0.49320652173913,736,384,0.483018867924528,795,25,37,410,0.483490566037736,848,534,0.477638640429338,1118,558,0.465387823185988,1199,596,0.445774121166791,1337,"Kane County",65990,"Aurora",60505
"203",77,0.0895348837209302,860,84,0.108108108108108,777,88,116,0.276849642004773,419,122,0.273542600896861,446,150,0.284090909090909,528,180,0.290322580645161,620,211,0.291034482758621,725,233,0.247083775185578,943,252,0.250248262164846,1007,263,0.24625468164794,1068,40,61,285,0.255376344086022,1116,343,0.263643351268255,1301,354,0.262611275964392,1348,370,0.254820936639118,1452,"Kane County",52140,"Aurora",60506
"204",8,0.0239520958083832,334,12,0.041958041958042,286,12,17,0.104938271604938,162,20,0.116279069767442,172,30,0.138888888888889,216,31,0.12156862745098,255,33,0.11660777385159,283,33,0.111111111111111,297,35,0.110410094637224,317,36,0.107142857142857,336,7,7,39,0.112068965517241,348,46,0.115288220551378,399,49,0.11864406779661,413,51,0.118055555555556,432,"Kane County",28280,"Batavia",60510
"205",31,0.06553911205074,473,36,0.0777537796976242,463,41,52,0.180555555555556,288,52,0.172185430463576,302,57,0.166180758017493,343,60,0.153061224489796,392,65,0.150115473441109,433,65,0.143487858719647,453,66,0.140127388535032,471,70,0.136986301369863,511,21,25,70,0.135658914728682,516,80,0.135363790186125,591,83,0.135842880523732,611,86,0.135220125786164,636,"Cook County",18940,"Brookfield",60513
"206",20,0.0826446280991736,242,21,0.0990566037735849,212,21,25,0.223214285714286,112,24,0.206896551724138,116,23,0.175572519083969,131,25,0.16025641025641,156,25,0.14367816091954,174,25,0.140449438202247,178,25,0.138888888888889,180,25,0.130208333333333,192,15,18,25,0.128205128205128,195,26,0.121495327102804,214,26,0.114035087719298,228,27,0.11587982832618,233,"DuPage County",9880,"Clarendon Hills",60514
"207",19,0.0465686274509804,408,22,0.061624649859944,357,22,26,0.152046783625731,171,27,0.154285714285714,175,28,0.148936170212766,188,32,0.143497757847534,223,33,0.125475285171103,263,37,0.131672597864769,281,38,0.131944444444444,288,39,0.12037037037037,324,15,19,40,0.121951219512195,328,43,0.112860892388451,381,43,0.107769423558897,399,46,0.11219512195122,410,"DuPage County",27400,"Downers Grove",60515
"208",28,0.0544747081712062,514,28,0.0623608017817372,449,28,32,0.145454545454545,220,35,0.154867256637168,226,38,0.151394422310757,251,43,0.150877192982456,285,48,0.151419558359621,317,50,0.151057401812689,331,52,0.152046783625731,342,55,0.151098901098901,364,18,28,60,0.161725067385445,371,65,0.150115473441109,433,68,0.149122807017544,456,67,0.143468950749465,467,"DuPage County",28700,"Downers Grove",60516
"209",40,0.0588235294117647,680,43,0.0694668820678514,619,47,64,0.20253164556962,316,68,0.207951070336391,327,69,0.192200557103064,359,77,0.1925,400,86,0.189010989010989,455,94,0.198731501057082,473,98,0.197979797979798,495,101,0.18984962406015,532,29,34,107,0.197053406998158,543,115,0.182539682539683,630,119,0.181679389312977,655,127,0.185131195335277,686,"DuPage County",33490,"Woodridge",60517
"210",21,0.0352941176470588,595,22,0.0424710424710425,518,23,30,0.118110236220472,254,32,0.124031007751938,258,35,0.122377622377622,286,43,0.133540372670807,322,46,0.134110787172012,343,63,0.166666666666667,378,64,0.16,400,79,0.175166297117517,451,18,20,82,0.179039301310044,458,125,0.223214285714286,560,126,0.220665499124343,571,158,0.269165247018739,587,"DuPage County",17930,"Hinsdale",60521
"211",20,0.0550964187327824,363,26,0.0809968847352025,321,26,34,0.219354838709677,155,36,0.22360248447205,161,37,0.210227272727273,176,38,0.201058201058201,189,40,0.18957345971564,211,43,0.19634703196347,219,43,0.183760683760684,234,46,0.178294573643411,258,17,17,45,0.173745173745174,259,49,0.169550173010381,289,52,0.172757475083056,301,53,0.171521035598705,309,"DuPage County",9740,"Oak Brook",60523
"212",48,0.0529217199558986,907,57,0.0658198614318707,866,60,84,0.172839506172839,486,86,0.171314741035857,502,92,0.169117647058824,544,99,0.16256157635468,609,108,0.160475482912333,673,113,0.161659513590844,699,116,0.159340659340659,728,122,0.156410256410256,780,36,43,128,0.16141235813367,793,155,0.164543524416136,942,158,0.161224489795918,980,160,0.15609756097561,1025,"Cook County",31280,"La Grange",60525
"213",14,0.036745406824147,381,16,0.0473372781065089,338,18,26,0.131979695431472,197,25,0.120192307692308,208,26,0.112068965517241,232,27,0.108870967741935,248,30,0.107142857142857,280,31,0.108391608391608,286,34,0.112956810631229,301,36,0.109090909090909,330,11,13,38,0.11377245508982,334,41,0.101990049751244,402,45,0.107913669064748,417,46,0.105022831050228,438,"Cook County",13100,"La Grange Park",60526
"214",94,0.100966702470462,931,102,0.113966480446927,895,107,132,0.268839103869654,491,135,0.265748031496063,508,140,0.255474452554745,548,142,0.233552631578947,608,147,0.221385542168675,664,150,0.217391304347826,690,153,0.212205270457698,721,157,0.19406674907293,809,78,90,159,0.194139194139194,819,162,0.1784140969163,908,161,0.173866090712743,926,160,0.167714884696017,954,"DuPage County",27810,"Willowbrook",60527
"215",19,0.0455635491606715,417,27,0.0675,400,27,34,0.17,200,41,0.196172248803828,209,43,0.18859649122807,228,46,0.181102362204724,254,55,0.189655172413793,290,56,0.183606557377049,305,57,0.181528662420382,314,59,0.174041297935103,339,15,16,60,0.175953079178886,341,69,0.179220779220779,385,69,0.167883211678832,411,73,0.170560747663551,428,"DuPage County",26980,"Lisle",60532
"216",13,0.0628019323671498,207,17,0.0833333333333333,204,17,31,0.248,125,34,0.248175182481752,137,41,0.261146496815287,157,45,0.247252747252747,182,47,0.243523316062176,193,50,0.25,200,53,0.25,212,60,0.251046025104602,239,7,9,63,0.250996015936255,251,68,0.231292517006803,294,73,0.240924092409241,303,78,0.244514106583072,319,"Cook County",10020,"Lyons",60534
"217",14,0.0329411764705882,425,17,0.0463215258855586,367,17,27,0.161676646706587,167,30,0.173410404624277,173,38,0.195876288659794,194,49,0.217777777777778,225,57,0.22265625,256,65,0.234657039711191,277,74,0.251700680272109,294,76,0.245954692556634,309,7,10,85,0.261538461538462,325,100,0.255102040816327,392,103,0.251833740831296,409,106,0.231947483588621,457,"Kendall County",28130,"Montgomery",60538
"218",20,0.0344234079173838,581,21,0.0410958904109589,511,24,32,0.108843537414966,294,31,0.0996784565916399,311,33,0.0956521739130435,345,41,0.0893246187363834,459,48,0.0943025540275049,509,48,0.0910815939278937,527,49,0.0904059040590406,542,55,0.0935374149659864,588,15,19,58,0.0963455149501661,602,61,0.0929878048780488,656,62,0.0905109489051095,685,62,0.0874471086036671,709,"DuPage County",42150,"Naperville",60540
"219",13,0.0355191256830601,366,14,0.0469798657718121,298,14,16,0.118518518518519,135,18,0.131386861313869,137,21,0.12962962962963,162,25,0.137362637362637,182,28,0.132701421800948,211,30,0.133928571428571,224,32,0.136752136752137,234,34,0.134920634920635,252,8,11,37,0.138576779026217,267,45,0.143769968051118,313,48,0.148148148148148,324,50,0.145348837209302,344,"Kane County",17230,"North Aurora",60542
"220",36,0.0584415584415584,616,38,0.0718336483931947,529,38,45,0.188284518828452,239,48,0.191235059760956,251,54,0.195652173913043,276,64,0.215488215488215,297,67,0.202416918429003,331,70,0.201729106628242,347,73,0.201101928374656,363,79,0.198492462311558,398,26,30,83,0.203931203931204,407,91,0.203125,448,94,0.205240174672489,458,100,0.194552529182879,514,"Kendall County",38530,"Oswego",60543
"221",34,0.046831955922865,726,40,0.0573065902578797,698,42,53,0.14021164021164,378,53,0.137662337662338,385,57,0.136038186157518,419,63,0.134328358208955,469,63,0.127272727272727,495,69,0.133720930232558,516,72,0.133086876155268,541,75,0.12998266897747,577,21,28,83,0.139966273187184,593,89,0.136294027565084,653,93,0.137777777777778,675,97,0.13758865248227,705,"Will County",27020,"Plainfield",60544
"222",9,0.0569620253164557,158,9,0.0671641791044776,134,9,9,0.132352941176471,68,10,0.144927536231884,69,14,0.179487179487179,78,18,0.209302325581395,86,19,0.186274509803922,102,22,0.192982456140351,114,29,0.2265625,128,30,0.220588235294118,136,0,7,38,0.262068965517241,145,53,0.297752808988764,178,56,0.287179487179487,195,59,0.271889400921659,217,"Kendall County",13300,"Plano",60545
"223",27,0.0605381165919283,446,36,0.0816326530612245,441,39,59,0.220149253731343,268,59,0.212996389891697,277,61,0.201320132013201,303,67,0.199404761904762,336,67,0.188732394366197,355,69,0.186991869918699,369,70,0.179487179487179,390,73,0.176755447941889,413,21,22,78,0.186602870813397,418,82,0.171189979123173,479,85,0.173469387755102,490,88,0.172211350293542,511,"Cook County",16130,"Riverside",60546
"224",0,0,0,0,0,0,0,7,0.142857142857143,49,8,0.16,50,8,0.123076923076923,65,9,0.125,72,9,0.116883116883117,77,10,0.121951219512195,82,13,0.139784946236559,93,15,0.145631067961165,103,0,0,18,0.168224299065421,107,19,0.154471544715447,123,20,0.152671755725191,131,20,0.135135135135135,148,"DeKalb County",11370,"Sandwich",60548
"225",7,0.159090909090909,44,8,0.181818181818182,44,8,9,0.409090909090909,22,9,0.391304347826087,23,15,0.555555555555556,27,15,0.555555555555556,27,15,0.517241379310345,29,15,0.483870967741935,31,15,0.46875,32,15,0.441176470588235,34,0,6,16,0.444444444444444,36,16,0.372093023255814,43,16,0.347826086956522,46,16,0.326530612244898,49,"LaSalle County",3270,"Sheridan",60551
"226",7,0.0518518518518519,135,7,0.0619469026548673,113,8,9,0.140625,64,9,0.138461538461538,65,10,0.125,80,10,0.104166666666667,96,11,0.108910891089109,101,12,0.114285714285714,105,13,0.117117117117117,111,13,0.114035087719298,114,7,7,17,0.146551724137931,116,18,0.127659574468085,141,19,0.12751677852349,149,21,0.136363636363636,154,"Kane County",11940,"Sugar Grove",60554
"227",8,0.046242774566474,173,9,0.0604026845637584,149,10,21,0.223404255319149,94,22,0.22680412371134,97,32,0.271186440677966,118,34,0.25,136,39,0.254901960784314,153,40,0.240963855421687,166,41,0.236994219653179,173,43,0.227513227513228,189,6,6,45,0.227272727272727,198,48,0.200836820083682,239,49,0.196,250,52,0.19622641509434,265,"DuPage County",14300,"Warrenville",60555
"228",11,0.0497737556561086,221,11,0.054726368159204,201,11,14,0.113821138211382,123,15,0.116279069767442,129,16,0.115942028985507,138,16,0.10958904109589,146,17,0.101190476190476,168,17,0.0971428571428571,175,17,0.0918918918918919,185,17,0.086734693877551,196,8,9,17,0.0862944162436548,197,19,0.0833333333333333,228,19,0.0815450643776824,233,17,0.0702479338842975,242,"Cook County",13520,"Western Springs",60558
"229",40,0.0658978583196046,607,47,0.0837789661319073,561,51,81,0.307984790874525,263,86,0.312727272727273,275,95,0.316666666666667,300,109,0.315942028985507,345,121,0.319261213720317,379,123,0.304455445544554,404,129,0.305687203791469,422,134,0.299776286353468,447,24,28,149,0.295049504950495,505,158,0.27768014059754,569,164,0.281786941580756,582,172,0.285714285714286,602,"DuPage County",24190,"Westmont",60559
"230",15,0.0436046511627907,344,17,0.0559210526315789,304,17,21,0.166666666666667,126,21,0.162790697674419,129,24,0.171428571428571,140,27,0.173076923076923,156,29,0.163841807909605,177,34,0.176165803108808,193,38,0.186274509803922,204,38,0.171945701357466,221,11,12,41,0.18552036199095,221,46,0.178988326848249,257,45,0.164835164835165,273,45,0.153061224489796,294,"Kendall County",24170,"Yorkville",60560
"231",38,0.0656303972366149,579,41,0.0769230769230769,533,42,48,0.185328185328185,259,50,0.190114068441065,263,50,0.17921146953405,279,57,0.183279742765273,311,61,0.174785100286533,349,66,0.177897574123989,371,67,0.171355498721228,391,71,0.16588785046729,428,29,35,75,0.170842824601367,439,78,0.157894736842105,494,77,0.148362235067437,519,75,0.140977443609023,532,"DuPage County",23130,"Darien",60561
"232",32,0.0508744038155803,629,35,0.0630630630630631,555,35,41,0.13758389261745,298,44,0.141935483870968,310,48,0.139130434782609,345,49,0.124050632911392,395,56,0.128735632183908,435,58,0.128888888888889,450,62,0.132478632478632,468,66,0.134146341463415,492,24,28,69,0.136094674556213,507,84,0.142131979695431,591,85,0.136876006441224,621,88,0.134969325153374,652,"DuPage County",34840,"Naperville",60563
"233",38,0.0514905149051491,738,42,0.0638297872340425,658,44,50,0.153374233128834,326,49,0.14540059347181,337,54,0.148760330578512,363,58,0.145363408521303,399,63,0.145496535796767,433,68,0.151447661469933,449,70,0.148619957537155,471,72,0.140625,512,31,33,74,0.143133462282398,517,77,0.134146341463415,574,78,0.128925619834711,605,82,0.131621187800963,623,"Will County",44330,"Naperville",60564
"234",46,0.0733652312599681,627,51,0.0876288659793814,582,53,70,0.23972602739726,292,75,0.250836120401338,299,80,0.241691842900302,331,82,0.217506631299735,377,90,0.212264150943396,424,90,0.204081632653061,441,91,0.2,455,96,0.197125256673511,487,26,38,98,0.197979797979798,495,107,0.192446043165468,556,108,0.183050847457627,590,108,0.174474959612278,619,"DuPage County",41120,"Naperville",60565
"235",23,0.0504385964912281,456,28,0.0693069306930693,404,29,34,0.183783783783784,185,35,0.185185185185185,189,38,0.179245283018868,212,39,0.160493827160494,243,39,0.144981412639405,269,42,0.154411764705882,272,41,0.143859649122807,285,41,0.135313531353135,303,18,23,43,0.138263665594855,311,45,0.129310344827586,348,46,0.128851540616246,357,47,0.126005361930295,373,"Will County",23600,"Plainfield",60585
"236",72,0.0527859237536657,1364,78,0.0639344262295082,1220,80,97,0.168989547038328,574,97,0.164406779661017,590,107,0.167449139280125,639,120,0.170697012802276,703,127,0.164721141374838,771,136,0.168734491315136,806,143,0.171668667466987,833,145,0.163472378804961,887,50,63,154,0.168859649122807,912,171,0.171171171171171,999,177,0.171179883945841,1034,186,0.171270718232044,1086,"Will County",46880,"Plainfield",60586
"237",29,0.0671296296296296,432,33,0.0793269230769231,416,33,35,0.184210526315789,190,36,0.185567010309278,194,38,0.183574879227053,207,41,0.170833333333333,240,43,0.16796875,256,45,0.155709342560554,289,46,0.142857142857143,322,48,0.134078212290503,358,28,30,51,0.146974063400576,347,57,0.150395778364116,379,60,0.152671755725191,393,61,0.15211970074813,401,"Cook County",10560,"Chicago",60601
"238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.125,56,6,0.1,60,7,0.111111111111111,63,"Cook County",1760,"Chicago",60602
