"","4/11/2020 confirmed","4/11/2020 positive","4/11/2020 tested","4/13/2020 confirmed","4/13/2020 positive","4/13/2020 tested","4/14/2020 confirmed","4/20/2020 confirmed","4/20/2020 positive","4/20/2020 tested","4/21/2020 confirmed","4/21/2020 positive","4/21/2020 tested","4/23/2020 confirmed","4/23/2020 positive","4/23/2020 tested","4/25/2020 confirmed","4/25/2020 positive","4/25/2020 tested","4/27/2020 confirmed","4/27/2020 positive","4/27/2020 tested","4/28/2020 confirmed","4/28/2020 positive","4/28/2020 tested","4/29/2020 confirmed","4/29/2020 positive","4/29/2020 tested","4/30/2020 confirmed","4/30/2020 positive","4/30/2020 tested","4/7/2020 confirmed","4/9/2020 confirmed","5/1/2020 confirmed","5/1/2020 positive","5/1/2020 tested","5/4/2020 confirmed","5/4/2020 positive","5/4/2020 tested","5/5/2020 confirmed","5/5/2020 positive","5/5/2020 tested","5/6/2020 confirmed","5/6/2020 positive","5/6/2020 tested","county","population_2015","primary_city","zip"
"239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.222222222222222,27,6,0.214285714285714,28,6,0.2,30,6,0.181818181818182,33,6,0.166666666666667,36,0,0,7,0.194444444444444,36,10,0.212765957446809,47,10,0.204081632653061,49,10,0.2,50,"Cook County",920,"Chicago",60604
"240",51,0.0515151515151515,990,54,0.0591456736035049,913,58,74,0.163355408388521,453,80,0.170940170940171,468,90,0.181818181818182,495,97,0.175406871609403,553,104,0.175675675675676,592,111,0.172897196261682,642,120,0.173661360347323,691,121,0.156735751295337,772,43,48,122,0.162450066577896,751,131,0.154117647058824,850,131,0.150057273768614,873,134,0.149553571428571,896,"Cook County",20000,"Chicago",60605
"241",12,0.0555555555555556,216,13,0.0596330275229358,218,15,24,0.169014084507042,142,20,0.136986301369863,146,24,0.147239263803681,163,26,0.146892655367232,177,28,0.149732620320856,187,29,0.148717948717949,195,27,0.133663366336634,202,27,0.127962085308057,211,10,11,30,0.142857142857143,210,31,0.13135593220339,236,34,0.141078838174274,241,35,0.138888888888889,252,"Cook County",3520,"Chicago",60606
"242",83,0.0649452269170579,1278,91,0.0788561525129983,1154,134,145,0.26508226691042,547,147,0.262969588550984,559,182,0.263005780346821,692,189,0.240764331210191,785,195,0.236363636363636,825,206,0.232243517474634,887,226,0.232271325796506,973,240,0.223255813953488,1075,66,75,247,0.238416988416988,1036,295,0.262689225289403,1123,297,0.260297984224365,1141,315,0.272020725388601,1158,"Cook County",19800,"Chicago",60607
"243",217,0.0937770095073466,2314,262,0.110176619007569,2378,276,389,0.299461123941493,1299,399,0.297317436661699,1342,457,0.307744107744108,1485,522,0.309241706161137,1688,558,0.29903536977492,1866,587,0.296464646464646,1980,614,0.295476419634264,2078,654,0.289893617021277,2256,147,187,718,0.311767260095528,2303,873,0.311785714285714,2800,917,0.30607476635514,2996,943,0.303020565552699,3112,"Cook County",61330,"Chicago",60608
"244",144,0.09119696010133,1579,177,0.113388853299167,1561,186,308,0.334056399132321,922,337,0.341438703140831,987,383,0.339840283939663,1127,457,0.350729086722947,1303,512,0.355062413314841,1442,544,0.359313077939234,1514,581,0.365408805031447,1590,629,0.367192060712201,1713,93,114,684,0.387755102040816,1764,798,0.367403314917127,2172,840,0.364583333333333,2304,867,0.360648918469218,2404,"Cook County",56260,"Chicago",60609
"245",87,0.0739167374681393,1177,94,0.0875232774674116,1074,97,110,0.194690265486726,565,111,0.194055944055944,572,117,0.193069306930693,606,125,0.181422351233672,689,130,0.172872340425532,752,134,0.164619164619165,814,138,0.157894736842105,874,141,0.148109243697479,952,75,80,144,0.150943396226415,954,153,0.146833013435701,1042,156,0.145794392523364,1070,158,0.143375680580762,1102,"Cook County",31070,"Chicago",60610
"246",63,0.0517241379310345,1218,63,0.0597156398104265,1055,65,75,0.136116152450091,551,76,0.136690647482014,556,80,0.13840830449827,578,83,0.122058823529412,680,85,0.114864864864865,740,86,0.111111111111111,774,88,0.105642256902761,833,93,0.0967741935483871,961,58,59,97,0.0989795918367347,980,103,0.0936363636363636,1100,104,0.0937781785392245,1109,105,0.091703056768559,1145,"Cook County",26500,"Chicago",60611
"247",199,0.0836837678721615,2378,227,0.0972162740899358,2335,230,295,0.241407528641571,1222,289,0.229547259729944,1259,285,0.212369597615499,1342,331,0.220666666666667,1500,358,0.222222222222222,1611,351,0.210053859964093,1671,351,0.203596287703016,1724,375,0.204026115342764,1838,146,176,375,0.202265372168285,1854,414,0.201263976665046,2057,422,0.198029094321915,2131,431,0.19852602487333,2171,"Cook County",26800,"Chicago",60612
"248",126,0.0829493087557604,1519,136,0.0990531682447196,1373,140,166,0.260188087774295,638,172,0.26179604261796,657,184,0.258790436005626,711,196,0.24317617866005,806,204,0.236658932714617,862,213,0.23202614379085,918,223,0.231088082901554,965,229,0.217473884140551,1053,102,114,238,0.225165562913907,1057,258,0.220701454234388,1169,266,0.216260162601626,1230,272,0.215360253365004,1263,"Cook County",42110,"Chicago",60613
"249",142,0.0732714138286894,1938,157,0.086027397260274,1825,167,198,0.214983713355049,921,200,0.213447171824973,937,214,0.214214214214214,999,238,0.20186598812553,1179,251,0.195027195027195,1287,257,0.186909090909091,1375,261,0.179752066115702,1452,266,0.165422885572139,1608,105,129,270,0.170454545454545,1584,306,0.16504854368932,1854,313,0.16491043203372,1898,323,0.166580711707066,1939,"Cook County",53340,"Chicago",60614
"250",127,0.076969696969697,1650,137,0.0842558425584256,1626,144,189,0.196875,960,193,0.193386773547094,998,199,0.187382297551789,1062,213,0.186026200873362,1145,222,0.182565789473684,1216,227,0.178318931657502,1273,232,0.174830444611907,1327,236,0.169906407487401,1389,107,109,237,0.170014347202296,1394,248,0.163265306122449,1519,251,0.161000641436818,1559,256,0.159600997506234,1604,"Cook County",31470,"Chicago",60615
"251",125,0.0805412371134021,1552,142,0.0965986394557823,1470,150,194,0.244025157232704,795,200,0.238663484486873,838,209,0.235625704622322,887,215,0.220512820512821,975,220,0.21379980563654,1029,224,0.208760484622554,1073,235,0.207964601769911,1130,246,0.203811101905551,1207,89,106,251,0.204231082180635,1229,273,0.169565217391304,1610,269,0.163030303030303,1650,274,0.161556603773585,1696,"Cook County",40820,"Chicago",60616
"252",258,0.0946094609460946,2727,285,0.107062359128475,2662,301,361,0.24574540503744,1469,369,0.240390879478827,1535,398,0.234669811320755,1696,422,0.227370689655172,1856,440,0.218687872763419,2012,456,0.216318785578748,2108,480,0.21505376344086,2232,496,0.210615711252654,2355,197,226,522,0.217590662776157,2399,580,0.208408192597916,2783,602,0.208016586040083,2894,625,0.203782197587219,3067,"Cook County",69500,"Chicago",60617
"253",167,0.073438874230431,2274,198,0.0904522613065327,2189,218,305,0.261353898886033,1167,331,0.248498498498499,1332,383,0.25826028320971,1483,426,0.256472004816376,1661,451,0.247802197802198,1820,473,0.245714285714286,1925,489,0.241959426026719,2021,504,0.233983286908078,2154,118,142,536,0.243083900226757,2205,591,0.23396674584323,2526,614,0.23826154443151,2577,631,0.236241108199176,2671,"Cook County",85240,"Chicago",60618
"254",296,0.118637274549098,2495,318,0.127916331456154,2486,335,410,0.294117647058824,1394,425,0.290697674418605,1462,457,0.276969696969697,1650,506,0.274254742547425,1845,528,0.264132066033017,1999,540,0.25974025974026,2079,556,0.256221198156682,2170,568,0.250220264317181,2270,214,265,581,0.251188932122784,2313,615,0.233662613981763,2632,627,0.231536189069424,2708,642,0.228958630527817,2804,"Cook County",52000,"Chicago",60619
"255",333,0.128571428571429,2590,376,0.146360451537563,2569,396,475,0.349008082292432,1361,487,0.341036414565826,1428,513,0.325921219822109,1574,603,0.300598205383848,2006,656,0.284969591659427,2302,664,0.281236764083016,2361,673,0.277754849360297,2423,683,0.270280965571824,2527,245,292,700,0.270793036750484,2585,740,0.254908715122287,2903,752,0.253028263795424,2972,772,0.250324254215305,3084,"Cook County",56020,"Chicago",60620
"256",128,0.120300751879699,1064,139,0.128347183748846,1083,152,202,0.315625,640,209,0.317147192716237,659,238,0.323809523809524,735,254,0.305288461538462,832,267,0.297658862876254,897,275,0.295698924731183,930,278,0.288681204569055,963,293,0.286973555337904,1021,81,96,301,0.29110251450677,1034,324,0.277634961439589,1167,337,0.280133000831255,1203,344,0.277195809830782,1241,"Cook County",22860,"Chicago",60621
"257",143,0.0810198300283286,1765,163,0.0965068087625814,1689,168,209,0.239678899082569,872,224,0.247513812154696,905,241,0.243188698284561,991,257,0.230700179533214,1114,272,0.225913621262458,1204,276,0.214953271028037,1284,282,0.207200587803086,1361,296,0.199730094466937,1482,99,123,308,0.209809264305177,1468,361,0.221880762138906,1627,372,0.221165279429251,1682,377,0.217919075144509,1730,"Cook County",44820,"Chicago",60622
"258",242,0.117191283292978,2065,297,0.138397017707363,2146,315,495,0.399515738498789,1239,521,0.402006172839506,1296,638,0.41726618705036,1529,769,0.423925027563396,1814,880,0.42573778422835,2067,946,0.43,2200,1031,0.439097103918228,2348,1144,0.443239054629988,2581,144,188,1285,0.474344776670358,2709,1526,0.465954198473282,3275,1596,0.455739577384352,3502,1663,0.456868131868132,3640,"Cook County",80760,"Chicago",60623
"259",196,0.105888708806051,1851,223,0.124720357941834,1788,228,292,0.315334773218143,926,301,0.311271975180972,967,338,0.304504504504505,1110,368,0.303130148270181,1214,388,0.302180685358255,1284,396,0.297968397291196,1329,405,0.296703296703297,1365,414,0.292579505300353,1415,139,171,430,0.29512697323267,1457,475,0.283921099820681,1673,489,0.277525539160045,1762,505,0.277625068719076,1819,"Cook County",29590,"Chicago",60624
"260",160,0.079960019990005,2001,203,0.10415597742432,1949,225,316,0.305905130687319,1033,335,0.309898242368178,1081,374,0.307565789473684,1216,431,0.313911143481428,1373,468,0.31241655540721,1498,504,0.315987460815047,1595,526,0.31497005988024,1670,553,0.312429378531073,1770,110,133,596,0.326754385964912,1824,725,0.323805270209915,2239,744,0.315521628498728,2358,773,0.315510204081633,2450,"Cook County",69600,"Chicago",60625
"261",118,0.0690866510538642,1708,160,0.0962116656644618,1663,173,264,0.279957582184517,943,281,0.28498985801217,986,323,0.286601597160603,1127,386,0.31053901850362,1243,432,0.30188679245283,1431,469,0.305537459283388,1535,484,0.306523115896137,1579,494,0.302140672782875,1635,76,98,512,0.307692307692308,1664,573,0.303817603393425,1886,590,0.305383022774327,1932,603,0.301952929394091,1997,"Cook County",39790,"Chicago",60626
"262",276,0.10887573964497,2535,298,0.120892494929006,2465,315,395,0.29389880952381,1344,409,0.290896159317212,1406,440,0.284789644012945,1545,470,0.276959340011786,1697,517,0.275439531166755,1877,571,0.282953419226957,2018,588,0.27906976744186,2107,606,0.272482014388489,2224,214,238,624,0.275618374558304,2264,667,0.263220205209156,2534,682,0.261402836335761,2609,697,0.257766272189349,2704,"Cook County",55660,"Chicago",60628
"263",230,0.1071761416589,2146,284,0.126222222222222,2250,320,515,0.378955114054452,1359,551,0.38317107093185,1438,668,0.393635827931644,1697,799,0.396722939424032,2014,899,0.393435448577681,2285,957,0.39561802397685,2419,1007,0.396456692913386,2540,1108,0.399855647780585,2771,147,181,1225,0.426680599094392,2871,1443,0.411111111111111,3510,1506,0.405274488697524,3716,1578,0.407751937984496,3870,"Cook County",114420,"Chicago",60629
"264",99,0.055,1800,126,0.0685527747551687,1838,132,174,0.18729817007535,929,187,0.190816326530612,980,210,0.190909090909091,1100,256,0.207287449392713,1235,276,0.207051762940735,1333,288,0.206896551724138,1392,313,0.216011042097999,1449,318,0.210456651224355,1511,67,84,343,0.223890339425587,1532,396,0.229965156794425,1722,411,0.231810490693739,1773,424,0.231693989071038,1830,"Cook County",51580,"Chicago",60630
"265",70,0.0402067777139575,1741,80,0.0490196078431373,1632,83,97,0.129161118508655,751,100,0.127226463104326,786,107,0.12485414235706,857,115,0.122340425531915,940,120,0.120240480961924,998,126,0.121504339440694,1037,128,0.12018779342723,1065,130,0.117860380779692,1103,45,59,131,0.117911791179118,1111,142,0.116013071895425,1224,144,0.114467408585056,1258,149,0.115146831530139,1294,"Cook County",28160,"Chicago",60631
"266",151,0.0885630498533724,1705,193,0.108977978543196,1771,214,413,0.36613475177305,1128,453,0.37876254180602,1196,516,0.38855421686747,1328,648,0.401238390092879,1615,771,0.414070891514501,1862,853,0.419783464566929,2032,905,0.421126105165193,2149,1013,0.429237288135593,2360,81,110,1115,0.458093672966311,2434,1308,0.44535240040858,2937,1390,0.439456212456529,3163,1455,0.438781664656212,3316,"Cook County",91840,"Chicago",60632
"267",26,0.0744985673352436,349,33,0.0985074626865672,335,33,48,0.25130890052356,191,53,0.258536585365854,205,57,0.227091633466135,251,70,0.246478873239437,284,97,0.212719298245614,456,106,0.20990099009901,505,109,0.201478743068392,541,118,0.200339558573854,589,20,24,158,0.162551440329218,972,180,0.158590308370044,1135,181,0.155900086132644,1161,183,0.155612244897959,1176,"Cook County",11360,"Chicago",60633
"268",187,0.0562575210589651,3324,239,0.0676670441676104,3532,251,354,0.197214484679666,1795,373,0.196626251976805,1897,425,0.195852534562212,2170,472,0.19658475635152,2401,511,0.196085955487337,2606,539,0.196500182282173,2743,569,0.200422684043677,2839,593,0.201221581269087,2947,119,149,634,0.209240924092409,3030,727,0.212573099415205,3420,755,0.215222348916762,3508,784,0.217717300749792,3601,"Cook County",73400,"Chicago",60634
"269",156,0.135416666666667,1152,176,0.153711790393013,1145,182,230,0.381426202321725,603,239,0.379365079365079,630,264,0.372355430183357,709,296,0.379487179487179,780,319,0.370499419279907,861,333,0.369179600886918,902,344,0.369098712446352,932,360,0.365482233502538,985,108,130,372,0.37125748502994,1002,404,0.358792184724689,1126,413,0.352088661551577,1173,427,0.3520197856554,1213,"Cook County",29920,"Chicago",60636
"270",163,0.0894130554031816,1823,172,0.0941434044882321,1827,185,239,0.219467401285583,1089,245,0.21875,1120,272,0.222040816326531,1225,286,0.213273676360925,1341,304,0.181818181818182,1672,312,0.180451127819549,1729,318,0.179864253393665,1768,322,0.174148188209843,1849,107,136,330,0.175812466702184,1877,353,0.169142309535218,2087,367,0.171816479400749,2136,375,0.171311100959342,2189,"Cook County",35080,"Chicago",60637
"271",123,0.0621840242669363,1978,158,0.0806945863125638,1958,167,227,0.222549019607843,1020,243,0.226256983240223,1074,294,0.23463687150838,1253,363,0.246101694915254,1475,400,0.246457178065311,1623,412,0.241076653013458,1709,427,0.239081746920493,1786,472,0.241185487991824,1957,90,108,518,0.261616161616162,1980,608,0.265154819014392,2293,624,0.259351620947631,2406,657,0.263115738886664,2497,"Cook County",54020,"Chicago",60638
"272",204,0.10381679389313,1965,276,0.126142595978062,2188,306,511,0.367097701149425,1392,568,0.378414390406396,1501,688,0.379272326350606,1814,825,0.384436160298229,2146,933,0.379268292682927,2460,1009,0.384674037361799,2623,1089,0.393851717902351,2765,1150,0.392357557147731,2931,127,162,1274,0.416067929457871,3062,1504,0.403866809881847,3724,1590,0.406441717791411,3912,1649,0.407764589515331,4044,"Cook County",89970,"Chicago",60639
"273",134,0.0738292011019284,1815,159,0.0949253731343284,1675,172,270,0.290322580645161,930,281,0.29119170984456,965,304,0.288151658767772,1055,375,0.273922571219869,1369,396,0.266487213997308,1486,408,0.264419961114712,1543,425,0.263484190948543,1613,440,0.259128386336867,1698,92,107,453,0.263986013986014,1716,488,0.248599083036169,1963,503,0.248027613412229,2028,531,0.25553416746872,2078,"Cook County",53460,"Chicago",60640
"274",118,0.0680900173110214,1733,171,0.0894819466248038,1911,189,262,0.257367387033399,1018,293,0.267579908675799,1095,339,0.269904458598726,1256,390,0.26566757493188,1468,437,0.268923076923077,1625,471,0.2713133640553,1736,500,0.273822562979189,1826,511,0.268805891635981,1901,65,81,548,0.279734558448188,1959,644,0.279271465741544,2306,678,0.281444582814446,2409,702,0.282494969818913,2485,"Cook County",68520,"Chicago",60641
"275",31,0.0509868421052632,608,35,0.0625,560,36,40,0.134680134680135,297,40,0.132013201320132,303,45,0.139751552795031,322,57,0.149606299212598,381,59,0.145320197044335,406,60,0.140845070422535,426,65,0.139784946236559,465,68,0.132553606237817,513,20,26,73,0.146292585170341,499,92,0.157264957264957,585,95,0.158333333333333,600,95,0.15702479338843,605,"Cook County",16390,"Chicago",60642
"276",228,0.107648725212465,2118,265,0.126552053486151,2094,276,327,0.309952606635071,1055,340,0.306859205776173,1108,367,0.297165991902834,1235,409,0.273578595317726,1495,446,0.261430246189918,1706,461,0.254696132596685,1810,470,0.24802110817942,1895,479,0.241066935078007,1987,159,192,482,0.238495794161306,2021,526,0.215750615258409,2438,535,0.211045364891519,2535,543,0.208926510196229,2599,"Cook County",44610,"Chicago",60643
"277",240,0.123203285420945,1948,277,0.144045761830473,1923,287,357,0.344262295081967,1037,366,0.3345521023766,1094,415,0.333333333333333,1245,508,0.343475321162948,1479,536,0.333126165320075,1609,554,0.334541062801932,1656,572,0.334307422559906,1711,584,0.326804700615557,1787,166,204,599,0.326965065502183,1832,683,0.305866547245858,2233,709,0.298903878583474,2372,728,0.291900561347233,2494,"Cook County",38650,"Chicago",60644
"278",305,0.113088616981832,2697,339,0.1310398144569,2587,360,468,0.351351351351351,1332,491,0.353237410071942,1390,519,0.346230820547031,1499,551,0.34394506866417,1602,580,0.335260115606936,1730,588,0.332579185520362,1768,600,0.329127811300055,1823,612,0.321428571428571,1904,247,285,638,0.327852004110997,1946,667,0.315664931377189,2113,681,0.311100959342165,2189,695,0.30469092503288,2281,"Cook County",44360,"Chicago",60645
"279",55,0.0406804733727811,1352,62,0.0501212611156023,1237,65,80,0.139372822299652,574,81,0.135225375626043,599,83,0.128284389489954,647,100,0.144092219020173,694,107,0.140974967061924,759,111,0.141581632653061,784,117,0.141133896260555,829,191,0.171454219030521,1114,42,50,199,0.177678571428571,1120,210,0.175145954962469,1199,213,0.17430441898527,1222,233,0.178680981595092,1304,"Cook County",26310,"Chicago",60646
"280",116,0.0523938572719061,2214,149,0.0704824976348155,2114,157,230,0.202821869488536,1134,251,0.212351945854484,1182,299,0.219530102790015,1362,360,0.228136882129278,1578,435,0.243561030235162,1786,460,0.242488139167106,1897,473,0.237927565392354,1988,490,0.23015500234852,2129,77,93,522,0.242452392011147,2153,622,0.251211631663974,2476,650,0.253016738030362,2569,667,0.253323205469047,2633,"Cook County",75380,"Chicago",60647
"281",184,0.0936386768447837,1965,210,0.108695652173913,1932,222,290,0.252613240418118,1148,311,0.259382819015847,1199,337,0.259031514219831,1301,381,0.264951321279555,1438,421,0.261653200745805,1609,430,0.25748502994012,1670,440,0.255368543238537,1723,455,0.250965250965251,1813,132,162,466,0.254228041462084,1833,498,0.24034749034749,2072,511,0.239120262049602,2137,528,0.24,2200,"Cook County",34350,"Chicago",60649
